data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;;;
7 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
6 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
6 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
4 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
4 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
4 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
4 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
4 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
1º de fevereiro de 2024;Excepcional;;;10;;;;;;;;
29 de janeiro de 2024;Excepcional;;;10;;;;;;;;
29 de janeiro de 2024;Satisfatório;;;6;;;;;;;;
29 de janeiro de 2024;Excepcional;;;10;;;;;;;;
29 de janeiro de 2024;Excepcional;;;10;;;;;;;;
29 de janeiro de 2024;Excepcional;;;10;;;;;;;;
28 de janeiro de 2024;Excepcional;;;10;;;;;;;;
25 de janeiro de 2024;Excepcional;;;10;;;;;;;;
24 de janeiro de 2024;Excepcional;;;10;;;;;;;;
24 de janeiro de 2024;Excepcional;;;10;;;;;;;;
23 de janeiro de 2024;Excepcional;;;10;;;;;;;;
23 de janeiro de 2024;Excepcional;;;10;;;;;;;;
22 de janeiro de 2024;Excepcional;;;10;;;;;;;;
22 de janeiro de 2024;Excepcional;;;10;;;;;;;;
21 de janeiro de 2024;Excepcional;;;10;;;;;;;;
21 de janeiro de 2024;Excepcional;;;10;;;;;;;;
20 de janeiro de 2024;Satisfatório;;;6;;;;;;;;
20 de janeiro de 2024;Excepcional;;;10;;;;;;;;
19 de janeiro de 2024;Excepcional;;;10;;;;;;;;
19 de janeiro de 2024;Aceitável;;;5;;;;;;;;
18 de janeiro de 2024;Excepcional;;;10;;;;;;;;
16 de janeiro de 2024;Excepcional;;;10;;;;;;;;
16 de janeiro de 2024;Excepcional;;;10;;;;;;;;
15 de janeiro de 2024;Satisfatório;;;6;;;;;;;;
15 de janeiro de 2024;Excepcional;;;10;;;;;;;;
13 de janeiro de 2024;Excepcional;;;10;;;;;;;;
13 de janeiro de 2024;Excepcional;;;10;;;;;;;;
11 de janeiro de 2024;Excepcional;;;10;;;;;;;;
10 de janeiro de 2024;Excepcional;;;10;;;;;;;;
8 de janeiro de 2024;Satisfatório;;;6;;;;;;;;
8 de janeiro de 2024;Excepcional;;;10;;;;;;;;
8 de janeiro de 2024;Excepcional;;;10;;;;;;;;
6 de janeiro de 2024;Aceitável;;;5;;;;;;;;
6 de janeiro de 2024;Excepcional;;;10;;;;;;;;
6 de janeiro de 2024;Excepcional;;;10;;;;;;;;
4 de janeiro de 2024;Excepcional;;;10;;;;;;;;
4 de janeiro de 2024;Excepcional;;;10;;;;;;;;
3 de janeiro de 2024;Excepcional;;;10;;;;;;;;
3 de janeiro de 2024;Excepcional;;;10;;;;;;;;
3 de janeiro de 2024;Excepcional;;;10;;;;;;;;
2 de janeiro de 2024;excelente, voltarei mais vezes;;;10;;;;;;;;
2 de janeiro de 2024;Excepcional;;;10;;;;;;;;
31 de dezembro de 2023;Aceitável;;;5;;;;;;;;
30 de dezembro de 2023;Excepcional;;;10;;;;;;;;
28 de dezembro de 2023;Excepcional;;;10;;;;;;;;
27 de dezembro de 2023;Excepcional;;;10;;;;;;;;
25 de dezembro de 2023;Excepcional;;;10;;;;;;;;
24 de dezembro de 2023;Excepcional;;;10;;;;;;;;
22 de dezembro de 2023;Excepcional;;;10;;;;;;;;
20 de dezembro de 2023;Excepcional;;;10;;;;;;;;
19 de dezembro de 2023;Excepcional;;;10;;;;;;;;
19 de dezembro de 2023;Excepcional;;;10;;;;;;;;
18 de dezembro de 2023;Excepcional;;;10;;;;;;;;
18 de dezembro de 2023;Excepcional;;;10;;;;;;;;
17 de dezembro de 2023;Excepcional;;;10;;;;;;;;
16 de dezembro de 2023;Excepcional;;;10;;;;;;;;
16 de dezembro de 2023;Excepcional;;;10;;;;;;;;
13 de dezembro de 2023;Excepcional;;;10;;;;;;;;
9 de dezembro de 2023;Excepcional;;;10;;;;;;;;
9 de dezembro de 2023;Excepcional;;;10;;;;;;;;
8 de dezembro de 2023;Excepcional;;;10;;;;;;;;
5 de dezembro de 2023;Excepcional;;;10;;;;;;;;
5 de dezembro de 2023;Excepcional;;;10;;;;;;;;
4 de dezembro de 2023;Excepcional;;;10;;;;;;;;
1º de dezembro de 2023;Excepcional;;;10;;;;;;;;
30 de novembro de 2023;Excepcional;;;10;;;;;;;;
29 de novembro de 2023;Excepcional;;;10;;;;;;;;
25 de novembro de 2023;Excepcional;;;10;;;;;;;;
21 de novembro de 2023;Excepcional;;;10;;;;;;;;
21 de novembro de 2023;Aceitável;;;5;;;;;;;;
21 de novembro de 2023;Excepcional;;;10;;;;;;;;
20 de novembro de 2023;Excepcional;;;10;;;;;;;;
20 de novembro de 2023;Excepcional;;;10;;;;;;;;
14 de novembro de 2023;Aceitável;;;5;;;;;;;;
13 de novembro de 2023;Excepcional;;;10;;;;;;;;
12 de novembro de 2023;Excepcional;;;10;;;;;;;;
9 de novembro de 2023;Excepcional;;;10;;;;;;;;
9 de novembro de 2023;Excepcional;;;10;;;;;;;;
9 de novembro de 2023;Excepcional;;;10;;;;;;;;
8 de novembro de 2023;Excepcional;;;10;;;;;;;;
3 de novembro de 2023;Péssimo;;;1;;;;;;;;
3 de novembro de 2023;Excepcional;;;10;;;;;;;;
3 de novembro de 2023;Excelente;;;10;;;;;;;;
31 de outubro de 2023;Excepcional;;;10;;;;;;;;
31 de outubro de 2023;Excepcional;;;10;;;;;;;;
30 de outubro de 2023;Excepcional;;;10;;;;;;;;
30 de outubro de 2023;Excepcional;;;10;;;;;;;;
29 de outubro de 2023;Excepcional;;;10;;;;;;;;
28 de outubro de 2023;Excepcional;;;10;;;;;;;;
28 de outubro de 2023;Excepcional;;;10;;;;;;;;
25 de outubro de 2023;Excepcional;;;10;;;;;;;;
23 de outubro de 2023;Excepcional;;;10;;;;;;;;
23 de outubro de 2023;Excepcional;;;10;;;;;;;;
23 de outubro de 2023;Excepcional;;;10;;;;;;;;
23 de outubro de 2023;Excepcional;;;10;;;;;;;;
18 de outubro de 2023;Excepcional;;;10;;;;;;;;
17 de outubro de 2023;Excepcional;;;10;;;;;;;;
15 de outubro de 2023;Excepcional;;;10;;;;;;;;
15 de outubro de 2023;Excepcional;;;10;;;;;;;;
14 de outubro de 2023;Satisfatório;;;6;;;;;;;;
14 de outubro de 2023;Aceitável;;;5;;;;;;;;
8 de outubro de 2023;Excepcional;;;10;;;;;;;;
7 de outubro de 2023;Bem organizado;;;10;;;;;;;;
5 de outubro de 2023;Excepcional;;;10;;;;;;;;
3 de outubro de 2023;Excepcional;;;10;;;;;;;;
2 de outubro de 2023;Excepcional;;;10;;;;;;;;
1º de outubro de 2023;Excepcional;;;10;;;;;;;;
24 de setembro de 2023;Excepcional;;;10;;;;;;;;
23 de setembro de 2023;Excepcional;;;10;;;;;;;;
23 de setembro de 2023;Excepcional;;;10;;;;;;;;
23 de setembro de 2023;Excepcional;;;10;;;;;;;;
22 de setembro de 2023;Excepcional;;;10;;;;;;;;
20 de setembro de 2023;Excepcional;;;10;;;;;;;;
20 de setembro de 2023;Gostei muito. Voltaria tranquilamente. Quarto muoto confortável;;;10;;;;;;;;
20 de setembro de 2023;Excepcional;;;10;;;;;;;;
20 de setembro de 2023;Excepcional;;;10;;;;;;;;
19 de setembro de 2023;Excepcional;;;10;;;;;;;;
17 de setembro de 2023;Excepcional;;;10;;;;;;;;
17 de setembro de 2023;Excepcional;;;10;;;;;;;;
16 de setembro de 2023;Excepcional;;;10;;;;;;;;
13 de setembro de 2023;Excepcional;;;10;;;;;;;;
13 de setembro de 2023;Excepcional;;;10;;;;;;;;
11 de setembro de 2023;Excepcional;;;10;;;;;;;;
11 de setembro de 2023;Excepcional;;;10;;;;;;;;
9 de setembro de 2023;Excepcional;;;10;;;;;;;;
7 de setembro de 2023;Excepcional;;;10;;;;;;;;
5 de setembro de 2023;Satisfatório;;;6;;;;;;;;
4 de setembro de 2023;Excepcional;;;10;;;;;;;;
2 de setembro de 2023;Excepcional;;;10;;;;;;;;
2 de setembro de 2023;Excepcional;;;10;;;;;;;;
27 de agosto de 2023;Excepcional;;;10;;;;;;;;
23 de agosto de 2023;Excepcional;;;10;;;;;;;;
21 de agosto de 2023;Excepcional;;;10;;;;;;;;
20 de agosto de 2023;Péssimo;;;1;;;;;;;;
20 de agosto de 2023;Excepcional;;;10;;;;;;;;
19 de agosto de 2023;Excepcional;;;10;;;;;;;;
17 de agosto de 2023;Excepcional;;;10;;;;;;;;
17 de agosto de 2023;Excepcional;;;10;;;;;;;;
14 de agosto de 2023;Excepcional;;;10;;;;;;;;
14 de agosto de 2023;Excepcional;;;10;;;;;;;;
14 de agosto de 2023;Excepcional;;;10;;;;;;;;
10 de agosto de 2023;Excepcional;;;10;;;;;;;;
7 de agosto de 2023;Excepcional;;;10;;;;;;;;
6 de agosto de 2023;Péssimo;;;1;;;;;;;;
3 de agosto de 2023;Excepcional;;;10;;;;;;;;
2 de agosto de 2023;Excepcional;;;10;;;;;;;;
31 de julho de 2023;Excepcional;;;10;;;;;;;;
30 de julho de 2023;Excepcional;;;10;;;;;;;;
29 de julho de 2023;Excepcional;;;10;;;;;;;;
27 de julho de 2023;Excepcional;;;10;;;;;;;;
27 de julho de 2023;Excepcional;;;10;;;;;;;;
25 de julho de 2023;Aceitável;;;5;;;;;;;;
24 de julho de 2023;Excepcional;;;10;;;;;;;;
24 de julho de 2023;Excepcional;;;10;;;;;;;;
14 de julho de 2023;Excepcional;;;10;;;;;;;;
9 de julho de 2023;Excepcional;;;10;;;;;;;;
9 de julho de 2023;Excepcional;;;10;;;;;;;;
9 de julho de 2023;Excelente estadia !;;;10;;;;;;;;
9 de julho de 2023;Excepcional;;;10;;;;;;;;
9 de julho de 2023;Aceitável;;;5;;;;;;;;
6 de julho de 2023;Excepcional;;;10;;;;;;;;
6 de julho de 2023;Satisfatório;;;6;;;;;;;;
2 de julho de 2023;Excepcional;;;10;;;;;;;;
1º de julho de 2023;Excepcional;;;10;;;;;;;;
1º de julho de 2023;Excepcional;;;10;;;;;;;;
29 de junho de 2023;Excepcional;;;10;;;;;;;;
28 de junho de 2023;Excepcional;;;10;;;;;;;;
26 de junho de 2023;Excepcional;;;10;;;;;;;;
25 de junho de 2023;Excepcional;;;10;;;;;;;;
25 de junho de 2023;Excepcional;;;10;;;;;;;;
20 de junho de 2023;Excepcional;;;10;;;;;;;;
20 de junho de 2023;Excepcional;;;10;;;;;;;;
20 de junho de 2023;Aceitável;;;5;;;;;;;;
14 de junho de 2023;Excepcional;;;10;;;;;;;;
12 de junho de 2023;Excepcional;;;10;;;;;;;;
12 de junho de 2023;Excepcional;;;10;;;;;;;;
12 de junho de 2023;Satisfatório;;;6;;;;;;;;
12 de junho de 2023;Excepcional;;;10;;;;;;;;
12 de junho de 2023;Excepcional;;;10;;;;;;;;
11 de junho de 2023;Excepcional;;;10;;;;;;;;
10 de junho de 2023;Excepcional;;;10;;;;;;;;
10 de junho de 2023;Excepcional;;;10;;;;;;;;
7 de junho de 2023;Excepcional;;;10;;;;;;;;
7 de junho de 2023;Excepcional;;;10;;;;;;;;
6 de junho de 2023;Satisfatório;;;6;;;;;;;;
5 de junho de 2023;Excepcional;;;10;;;;;;;;
30 de maio de 2023;Excepcional;;;10;;;;;;;;
29 de maio de 2023;Excepcional;;;10;;;;;;;;
27 de maio de 2023;Excepcional;;;10;;;;;;;;
25 de maio de 2023;Excepcional;;;10;;;;;;;;
22 de maio de 2023;Excepcional;;;10;;;;;;;;
21 de maio de 2023;Excepcional;;;10;;;;;;;;
20 de maio de 2023;Excepcional;;;10;;;;;;;;
19 de maio de 2023;Excepcional;;;10;;;;;;;;
18 de maio de 2023;Excepcional;;;10;;;;;;;;
17 de maio de 2023;Excepcional;;;10;;;;;;;;
15 de maio de 2023;Excepcional;;;10;;;;;;;;
14 de maio de 2023;Excepcional;;;10;;;;;;;;
13 de maio de 2023;Excepcional;;;10;;;;;;;;
12 de maio de 2023;Excepcional;;;10;;;;;;;;
11 de maio de 2023;Satisfatório;;;6;;;;;;;;
9 de maio de 2023;Excepcional;;;10;;;;;;;;
8 de maio de 2023;Excepcional;;;10;;;;;;;;
7 de maio de 2023;Satisfatório;;;6;;;;;;;;
6 de maio de 2023;Excepcional;;;10;;;;;;;;
4 de maio de 2023;Excepcional;;;10;;;;;;;;
4 de maio de 2023;Excepcional;;;10;;;;;;;;
30 de abril de 2023;Ruim;;;3;;;;;;;;
29 de abril de 2023;Excepcional;;;10;;;;;;;;
29 de abril de 2023;Excepcional;;;10;;;;;;;;
28 de abril de 2023;Excepcional;;;10;;;;;;;;
26 de abril de 2023;Excepcional;;;10;;;;;;;;
20 de abril de 2023;Excepcional;;;10;;;;;;;;
19 de abril de 2023;Excepcional;;;10;;;;;;;;
19 de abril de 2023;Ruim;;;3;;;;;;;;
17 de abril de 2023;Excepcional;;;10;;;;;;;;
16 de abril de 2023;Excepcional;;;10;;;;;;;;
15 de abril de 2023;Excepcional;;;10;;;;;;;;
13 de abril de 2023;maravilloso;;;10;;;;;;;;
12 de abril de 2023;Eu recomendo o hotel, mais o café da manhã é horrível…;;;10;;;;;;;;
8 de abril de 2023;Excepcional;;;10;;;;;;;;
7 de abril de 2023;Excepcional;;;10;;;;;;;;
7 de abril de 2023;Excepcional;;;10;;;;;;;;
5 de abril de 2023;Excepcional;;;10;;;;;;;;
5 de abril de 2023;Excepcional;;;10;;;;;;;;
3 de abril de 2023;Excepcional;;;10;;;;;;;;
3 de abril de 2023;Excepcional;;;10;;;;;;;;
2 de abril de 2023;Excepcional;;;10;;;;;;;;
2 de abril de 2023;Excepcional;;;10;;;;;;;;
2 de abril de 2023;Péssimo;;;1;;;;;;;;
29 de março de 2023;Aceitável;;;5;;;;;;;;
28 de março de 2023;Excepcional;;;10;;;;;;;;
27 de março de 2023;Muito ruim;;;2;;;;;;;;
27 de março de 2023;Excepcional;;;10;;;;;;;;
25 de março de 2023;Aceitável;;;5;;;;;;;;
22 de março de 2023;Excepcional;;;10;;;;;;;;
20 de março de 2023;Excepcional;;;10;;;;;;;;
17 de março de 2023;Decepção..... A rede Transamerica deveria cuidar da imagem e descredenciar esse empreendimento;;;1;;;;;;;;
14 de março de 2023;Excepcional;;;10;;;;;;;;
14 de março de 2023;Excepcional;;;10;;;;;;;;
11 de março de 2023;Aceitável;;;5;;;;;;;;
11 de março de 2023;Excepcional;;;10;;;;;;;;
10 de março de 2023;Excepcional;;;10;;;;;;;;
7 de março de 2023;Excepcional;;;10;;;;;;;;
6 de março de 2023;Excepcional;;;10;;;;;;;;
5 de março de 2023;Excepcional;;;10;;;;;;;;
5 de março de 2023;Excepcional;;;10;;;;;;;;
4 de março de 2023;Excepcional;;;10;;;;;;;;
1º de março de 2023;Excepcional;;;10;;;;;;;;
27 de fevereiro de 2023;Excepcional;;;10;;;;;;;;
24 de fevereiro de 2023;Satisfatório;;;6;;;;;;;;
22 de fevereiro de 2023;Excepcional;;;10;;;;;;;;
22 de fevereiro de 2023;Excepcional;;;10;;;;;;;;
20 de fevereiro de 2023;Excepcional;;;10;;;;;;;;
16 de fevereiro de 2023;Excepcional;;;10;;;;;;;;
15 de fevereiro de 2023;Excepcional;;;10;;;;;;;;
15 de fevereiro de 2023;Excepcional;;;10;;;;;;;;
14 de fevereiro de 2023;Excepcional;;;10;;;;;;;;
13 de fevereiro de 2023;Satisfatório;;;6;;;;;;;;
11 de fevereiro de 2023;Excepcional;;;10;;;;;;;;
7 de fevereiro de 2023;Excepcional;;;10;;;;;;;;
5 de fevereiro de 2023;Excepcional;;;10;;;;;;;;
5 de fevereiro de 2023;Ótimo;;;10;;;;;;;;
3 de fevereiro de 2023;Excepcional;;;10;;;;;;;;
2 de fevereiro de 2023;Excepcional;;;10;;;;;;;;
31 de janeiro de 2023;Aceitável;;;5;;;;;;;;
31 de janeiro de 2023;Excepcional;;;10;;;;;;;;
30 de janeiro de 2023;Aceitável;;;5;;;;;;;;
30 de janeiro de 2023;Excepcional;;;10;;;;;;;;
29 de janeiro de 2023;Satisfatório;;;6;;;;;;;;
27 de janeiro de 2023;Excepcional;;;10;;;;;;;;
25 de janeiro de 2023;Excepcional;;;10;;;;;;;;
25 de janeiro de 2023;Excepcional;;;10;;;;;;;;
24 de janeiro de 2023;Excepcional;;;10;;;;;;;;
24 de janeiro de 2023;Excepcional;;;10;;;;;;;;
23 de janeiro de 2023;Excepcional;;;10;;;;;;;;
23 de janeiro de 2023;Excepcional;;;10;;;;;;;;
23 de janeiro de 2023;Excepcional;;;10;;;;;;;;
23 de janeiro de 2023;Excepcional;;;10;;;;;;;;
23 de janeiro de 2023;Excepcional;;;10;;;;;;;;
22 de janeiro de 2023;Decepcionante;;;4;;;;;;;;
22 de janeiro de 2023;Excepcional;;;10;;;;;;;;
20 de janeiro de 2023;Satisfatório;;;6;;;;;;;;
20 de janeiro de 2023;Excepcional;;;10;;;;;;;;
18 de janeiro de 2023;Excepcional;;;10;;;;;;;;
18 de janeiro de 2023;Excepcional;;;10;;;;;;;;
17 de janeiro de 2023;Excepcional;;;10;;;;;;;;
16 de janeiro de 2023;Aceitável;;;5;;;;;;;;
15 de janeiro de 2023;Excepcional;;;10;;;;;;;;
15 de janeiro de 2023;Excepcional;;;10;;;;;;;;
14 de janeiro de 2023;Excepcional;;;10;;;;;;;;
12 de janeiro de 2023;Excepcional;;;10;;;;;;;;
11 de janeiro de 2023;Muito ruim;;;2;;;;;;;;
10 de janeiro de 2023;Satisfatório;;;6;;;;;;;;
10 de janeiro de 2023;Excepcional;;;10;;;;;;;;
10 de janeiro de 2023;Excepcional;;;10;;;;;;;;
10 de janeiro de 2023;Excepcional;;;10;;;;;;;;
9 de janeiro de 2023;Excepcional;;;10;;;;;;;;
8 de janeiro de 2023;Excepcional;;;10;;;;;;;;
8 de janeiro de 2023;Excepcional;;;10;;;;;;;;
8 de janeiro de 2023;Excepcional;;;10;;;;;;;;
8 de janeiro de 2023;Excepcional;;;10;;;;;;;;
8 de janeiro de 2023;Excepcional;;;10;;;;;;;;
7 de janeiro de 2023;Satisfatório;;;6;;;;;;;;
6 de janeiro de 2023;Péssimo;;;1;;;;;;;;
5 de janeiro de 2023;Excepcional;;;10;;;;;;;;
3 de janeiro de 2023;Aceitável;;;5;;;;;;;;
2 de janeiro de 2023;Excepcional;;;10;;;;;;;;
2 de janeiro de 2023;Excepcional;;;10;;;;;;;;
2 de janeiro de 2023;Excepcional;;;10;;;;;;;;
1º de janeiro de 2023;Excepcional;;;10;;;;;;;;
30 de dezembro de 2022;Excepcional;;;10;;;;;;;;
28 de dezembro de 2022;perfeito;;;10;;;;;;;;
23 de dezembro de 2022;Satisfatório;;;6;;;;;;;;
19 de dezembro de 2022;Excepcional;;;10;;;;;;;;
18 de dezembro de 2022;Excepcional;;;10;;;;;;;;
18 de dezembro de 2022;Excepcional;;;10;;;;;;;;
18 de dezembro de 2022;Satisfatório;;;6;;;;;;;;
18 de dezembro de 2022;Excepcional;;;10;;;;;;;;
17 de dezembro de 2022;Excepcional;;;10;;;;;;;;
15 de dezembro de 2022;Excepcional;;;10;;;;;;;;
13 de dezembro de 2022;Excepcional;;;10;;;;;;;;
13 de dezembro de 2022;Excepcional;;;10;;;;;;;;
12 de dezembro de 2022;Excepcional;;;10;;;;;;;;
12 de dezembro de 2022;Excepcional;;;10;;;;;;;;
12 de dezembro de 2022;Excepcional;;;10;;;;;;;;
12 de dezembro de 2022;Excepcional;;;10;;;;;;;;
12 de dezembro de 2022;Excepcional;;;10;;;;;;;;
12 de dezembro de 2022;Excepcional;;;10;;;;;;;;
11 de dezembro de 2022;Satisfatório;;;6;;;;;;;;
11 de dezembro de 2022;Excepcional;;;10;;;;;;;;
9 de dezembro de 2022;Excepcional;;;10;;;;;;;;
9 de dezembro de 2022;Aceitável;;;5;;;;;;;;
8 de dezembro de 2022;Excepcional;;;10;;;;;;;;
6 de dezembro de 2022;Satisfatório;;;6;;;;;;;;
6 de dezembro de 2022;Satisfatório;;;6;;;;;;;;
6 de dezembro de 2022;Satisfatório;;;6;;;;;;;;
4 de dezembro de 2022;Excepcional;;;10;;;;;;;;
1º de dezembro de 2022;Excepcional;;;10;;;;;;;;
1º de dezembro de 2022;Ruim;;;3;;;;;;;;
30 de novembro de 2022;Excepcional;;;10;;;;;;;;
30 de novembro de 2022;Satisfatório;;;6;;;;;;;;
28 de novembro de 2022;Excepcional;;;10;;;;;;;;
27 de novembro de 2022;Ruim;;;3;;;;;;;;
25 de novembro de 2022;Satisfatório;;;6;;;;;;;;
25 de novembro de 2022;Excepcional;;;10;;;;;;;;
25 de novembro de 2022;Excepcional;;;10;;;;;;;;
24 de novembro de 2022;Excepcional;;;10;;;;;;;;
24 de novembro de 2022;Excepcional;;;10;;;;;;;;
23 de novembro de 2022;Ruim;;;3;;;;;;;;
23 de novembro de 2022;Aceitável;;;5;;;;;;;;
22 de novembro de 2022;Excepcional;;;10;;;;;;;;
21 de novembro de 2022;Excepcional;;;10;;;;;;;;
21 de novembro de 2022;Excepcional;;;10;;;;;;;;
20 de novembro de 2022;Excepcional;;;10;;;;;;;;
20 de novembro de 2022;Excepcional;;;10;;;;;;;;
19 de novembro de 2022;Excepcional;;;10;;;;;;;;
18 de novembro de 2022;Excepcional;;;10;;;;;;;;
15 de novembro de 2022;Ruim;;;3;;;;;;;;
15 de novembro de 2022;Excepcional;;;10;;;;;;;;
14 de novembro de 2022;Excepcional;;;10;;;;;;;;
13 de novembro de 2022;Excepcional;;;10;;;;;;;;
13 de novembro de 2022;Excepcional;;;10;;;;;;;;
11 de novembro de 2022;Excepcional;;;10;;;;;;;;
11 de novembro de 2022;Excepcional;;;10;;;;;;;;
11 de novembro de 2022;Excepcional;;;10;;;;;;;;
11 de novembro de 2022;Excepcional;;;10;;;;;;;;
10 de novembro de 2022;Excepcional;;;10;;;;;;;;
8 de novembro de 2022;Excepcional;;;10;;;;;;;;
8 de novembro de 2022;Muito ruim;;;2;;;;;;;;
7 de novembro de 2022;Excepcional;;;10;;;;;;;;
7 de novembro de 2022;Excepcional;;;10;;;;;;;;
7 de novembro de 2022;Excepcional;;;10;;;;;;;;
3 de novembro de 2022;Excepcional;;;10;;;;;;;;
3 de novembro de 2022;Excepcional;;;10;;;;;;;;
3 de novembro de 2022;Excepcional;;;10;;;;;;;;
2 de novembro de 2022;Excepcional;;;10;;;;;;;;
2 de novembro de 2022;Excepcional;;;10;;;;;;;;
30 de outubro de 2022;Excepcional;;;10;;;;;;;;
30 de outubro de 2022;Excepcional;;;10;;;;;;;;
29 de outubro de 2022;Excepcional;;;10;;;;;;;;
28 de outubro de 2022;Excepcional;;;10;;;;;;;;
26 de outubro de 2022;Satisfatório;;;6;;;;;;;;
25 de outubro de 2022;Excepcional;;;10;;;;;;;;
25 de outubro de 2022;Excepcional;;;10;;;;;;;;
24 de outubro de 2022;Satisfatório;;;6;;;;;;;;
24 de outubro de 2022;Excepcional;;;10;;;;;;;;
24 de outubro de 2022;Excepcional;;;10;;;;;;;;
24 de outubro de 2022;Excepcional;;;10;;;;;;;;
23 de outubro de 2022;Excepcional;;;10;;;;;;;;
23 de outubro de 2022;Excepcional;;;10;;;;;;;;
21 de outubro de 2022;Excepcional;;;10;;;;;;;;
21 de outubro de 2022;Excepcional;;;10;;;;;;;;
21 de outubro de 2022;Excepcional;;;10;;;;;;;;
20 de outubro de 2022;Excepcional;;;10;;;;;;;;
20 de outubro de 2022;Aceitável;;;5;;;;;;;;
20 de outubro de 2022;Ruim;;;3;;;;;;;;
18 de outubro de 2022;Excepcional;;;10;;;;;;;;
18 de outubro de 2022;Excepcional;;;10;;;;;;;;
17 de outubro de 2022;Excepcional;;;10;;;;;;;;
17 de outubro de 2022;Excepcional;;;10;;;;;;;;
16 de outubro de 2022;Aceitável;;;5;;;;;;;;
16 de outubro de 2022;Excepcional;;;10;;;;;;;;
16 de outubro de 2022;Excepcional;;;10;;;;;;;;
14 de outubro de 2022;Excepcional;;;10;;;;;;;;
14 de outubro de 2022;Excepcional;;;10;;;;;;;;
14 de outubro de 2022;Excepcional;;;10;;;;;;;;
14 de outubro de 2022;Excepcional;;;10;;;;;;;;
13 de outubro de 2022;Excepcional;;;10;;;;;;;;
13 de outubro de 2022;Excepcional;;;10;;;;;;;;
13 de outubro de 2022;Excepcional;;;10;;;;;;;;
12 de outubro de 2022;Excepcional;;;10;;;;;;;;
11 de outubro de 2022;Excepcional;;;10;;;;;;;;
11 de outubro de 2022;Excepcional;;;10;;;;;;;;
11 de outubro de 2022;Muito ruim;;;2;;;;;;;;
10 de outubro de 2022;Excepcional;;;10;;;;;;;;
10 de outubro de 2022;Excepcional;;;10;;;;;;;;
9 de outubro de 2022;Excepcional;;;10;;;;;;;;
9 de outubro de 2022;Excepcional;;;10;;;;;;;;
9 de outubro de 2022;Péssimo;;;1;;;;;;;;
8 de outubro de 2022;Excepcional;;;10;;;;;;;;
8 de outubro de 2022;Excepcional;;;10;;;;;;;;
3 de outubro de 2022;Excepcional;;;10;;;;;;;;
1º de outubro de 2022;Aceitável;;;5;;;;;;;;
1º de outubro de 2022;Excepcional;;;10;;;;;;;;
30 de setembro de 2022;Excepcional;;;10;;;;;;;;
27 de setembro de 2022;Aceitável;;;5;;;;;;;;
26 de setembro de 2022;Excepcional;;;10;;;;;;;;
26 de setembro de 2022;Excepcional;;;10;;;;;;;;
25 de setembro de 2022;Excepcional;;;10;;;;;;;;
25 de setembro de 2022;Excepcional;;;10;;;;;;;;
25 de setembro de 2022;Excepcional;;;10;;;;;;;;
23 de setembro de 2022;Excepcional;;;10;;;;;;;;
23 de setembro de 2022;Excepcional;;;10;;;;;;;;
23 de setembro de 2022;Excepcional;;;10;;;;;;;;
22 de setembro de 2022;Excepcional;;;10;;;;;;;;
22 de setembro de 2022;Excepcional;;;10;;;;;;;;
21 de setembro de 2022;Excepcional;;;10;;;;;;;;
19 de setembro de 2022;Excepcional;;;10;;;;;;;;
19 de setembro de 2022;Excepcional;;;10;;;;;;;;
18 de setembro de 2022;Excepcional;;;10;;;;;;;;
17 de setembro de 2022;Excepcional;;;10;;;;;;;;
16 de setembro de 2022;Excepcional;;;10;;;;;;;;
15 de setembro de 2022;Excepcional;;;10;;;;;;;;
13 de setembro de 2022;Excepcional;;;10;;;;;;;;
12 de setembro de 2022;Excepcional;;;10;;;;;;;;
12 de setembro de 2022;Excepcional;;;10;;;;;;;;
12 de setembro de 2022;Excepcional;;;10;;;;;;;;
10 de setembro de 2022;Excepcional;;;10;;;;;;;;
10 de setembro de 2022;Excepcional;;;10;;;;;;;;
8 de setembro de 2022;Excepcional;;;10;;;;;;;;
6 de setembro de 2022;Excepcional;;;10;;;;;;;;
6 de setembro de 2022;Excepcional;;;10;;;;;;;;
6 de setembro de 2022;Ruim;;;3;;;;;;;;
5 de setembro de 2022;Excepcional;;;10;;;;;;;;
4 de setembro de 2022;Excepcional;;;10;;;;;;;;
4 de setembro de 2022;Excepcional;;;10;;;;;;;;
4 de setembro de 2022;Excepcional;;;10;;;;;;;;
3 de setembro de 2022;Satisfatório;;;6;;;;;;;;
2 de setembro de 2022;Excepcional;;;10;;;;;;;;
30 de agosto de 2022;Excepcional;;;10;;;;;;;;
29 de agosto de 2022;Aceitável;;;5;;;;;;;;
27 de agosto de 2022;Excepcional;;;10;;;;;;;;
26 de agosto de 2022;Excepcional;;;10;;;;;;;;
22 de agosto de 2022;Excepcional;;;10;;;;;;;;
22 de agosto de 2022;Excepcional;;;10;;;;;;;;
22 de agosto de 2022;Excepcional;;;10;;;;;;;;
