data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;;;;
11 de dezembro de 2023;Aceitável;J'ai adoré le personnel des cuisines et du restaurant. D'une gentillesse incroyable et qui font du très bon travail. Le petit déjeuner était copieux et savoureux et on ne manquait jamais de rien !;Nous sommes passes par 2 fois dans cet hotel lors de notre séjour eu Brésil. Je n'ai pas du tout aime. Loin d'être digne d'un hotel accor, la communication est difficile car aucun personnel ne parle d'autres longues que le portugais et les chambres ne sont plus du tout au goût du jour, les meubles et sanitaires abimes, les miroirs taches, il y avait des fuites dans la salle de bain, on ne comprends pas ou trouver les choses essentielles comme papier toilette ou serviettes car pas mis en evidence dans le logement. Honnetement je ne me suis pas du tout sentie dans un mercure.;5;;;;;;;;;
20 de novembro de 2023;Satisfatório;Die Lager ist gut, direkt am Strand.;Vorab, wir haben nach einer Beschwerde ein Upgrade in ein Executive Zimmer erhalten. Diese sons renoviert und schön geräumig. Das gebuchte superior Zimmer war sehr abgerockt und in die Jahre gekommen und entsprechen wenn überhaupt ein 3 Sterne Standard.;6;;;;;;;;;
16 de outubro de 2023;Sucio y viejo;En general nada pero hay poca oferta en Recife;Las habitaciones viejas, las reformadas están algo mejor pero no se corresponde a un 5 estrellas, la limpieza muy deficiente, las habitaciones nos las hacían a las 16.30 de la tarde o más tarde, la cafetería de la piscina con personal lento que no nos atendia, en general mal, pero no hay mucha oferta en Recife.;3;;;;;;;;;
8 de outubro de 2023;Satisfatório;Frühstück, Pool;Die Zimmer sind recht untergekommen und renovierungsbedürftig;6;;;;;;;;;
16 de setembro de 2023;Confortable;Las instalaciones muy lindas , habitación cómoda, vistas hermosas;;;;;;;;;;;
"Personal atento Sobre todo el Sr mayor que nos llevó maletas a la habitación""";El estacionamiento se paga aparte;10;;;;;;;;;;;
15 de setembro de 2023;Excepcional;Ils nous accordé un checkout tardif por 14h car notre vol serait à 17h et en plus d'avoir notre enfant de 2 ans, on a eu un voyage de 28h à compléter;;;;;;;;;;;
Petit déjeuner top top!;;;;;;;;;;;;;
Chambre très propre ;;;;;;;;;;;;;
Air climatisé puissant;;;;;;;;;;;;;
Lit très confortable ;;;;;;;;;;;;;
"Douche très agréable""";;10;;;;;;;;;;;
20 de agosto de 2023;Ruim;Frühstücksbuffet;Schimmel in den Zimmern. Nicht sauber.;3;;;;;;;;;
29 de julho de 2023;Service und Lage waren gut, Zimmer nur mit Abstrichrnb;Im Internet wurde mit den modernisierten Zimmern geworben. Wir haben ein uralt Zimmer bekommen, das wir erst nach mehrmaliger Reklamation tauschen konnten. ;;;;;;;;;;;
Lange gut;" Zimmer Service top - Enttäuschung über Zimmer bei Ankunft""";Zimmer bei Ankunft,;;;;;;;;;;;
"Hotel im Umbau""";4;;;;;;;;;;;;
24 de julho de 2023;Bella vista;La vista del mare e la camera grande;;10;;;;;;;;;
22 de julho de 2023;Un établissement bien placé mais qui a besoin d’un coup de frais urgemment;La localisation, proche aéroport, sur la plage Boa Viagem ;;;;;;;;;;;
"Gentillesse du personnel du restaurant et du bar""";Un réel problème de Vétusté de l’établissement, de propreté et de confort : traces partout sur les murs, literie inconfortable et lits tout petits (même pas sur que les lits doubles fassent 140cm), plusieurs équipement abimés (porte serviette branlant), sèche cheveux jaunâtre, écart de 1 à 2 cm sous la porte d’entrée, climatisation faisant énormément de bruit et le petit frigo aussi, fenêtre pas bien isolantes du bruit de la rue, moutons de poussière sous le lit, étiquette de vêtement qui traîne dans la penderie, que 2 serviettes de toilettes alors que nous sommes 3, que 2 verres alors que nous sommes 3, ascenseur très lent voir défaillants;;;;;;;;;;;;
;;;;;;;;;;;;;
Et la dedans; nous n’avons récupéré notre chambre qu’à 14h30; alors que le Check in est prévue à 14h; et encore nous avons dû insisté.. ;;;;;;;;;;
;;;;;;;;;;;;;
Autre fait étrange; il n’est pas possible de mettre les consommations sur la chambre; il faut tout payer immédiatement (consommation au bar; restaurant;" room service)""";4;;;;;;;;
14 de junho de 2023;Lejos de ser un 5 estrellas;El personal muy amable y la ubicación;La tapa del inodoro me golpeaba la espalda cada que lo usaba, no es posible que nadie note o nadie comunique ese problema, me quedé en la 1210. La habitación muy simple, tenía un escritorio todo deteriorado de manchas de vasos pero lo imperdonable para mí fue que no dejan ni una botella de agua de cortesía para los huéspedes había que pagarla las latas de agua del frigobar. En el desayuno un vaso mal lavado con manchas de lápiz labial… no es posible tanto descuido.;3;;;;;;;;;
6 de junho de 2023;Satisfatório;Vista parziale sul mare;;;;;;;;;;;
"Ottima colazione""";camera vecchia con problema all’aria condizionata;6;;;;;;;;;;;
7 de maio de 2023;Excepcional;Alles war okay;;10;;;;;;;;;
20 de abril de 2023;Aceitável;Bardzo dobre śniadania;W pokoju był grzyb na suficie;5;;;;;;;;;
20 de abril de 2023;Bien;Desayuno muy bueno. Ubicación del hotel muy buena (cerca de playas, shopping, aeropuerto y parada de taxis). Buena Limpieza. Zona de piscina muy buena.;Habitación vieja, remodelada, mal mantenimiento. Mala relación costo/beneficio. Personal poco amable.;5;;;;;;;;;
15 de abril de 2023;No es lo que venden;Ubicacion;La suite;2;;;;;;;;;
13 de abril de 2023;Buena ubicación. Tiene mucho por mejorar.;La atencion en general y la ubicación;Demasiado olor a humedad en las habitaciones. Claramente le falta mucho mantenimiento.;5;;;;;;;;;
3 de abril de 2023;buena playa y clima;ubicación;muy mal tenido;5;;;;;;;;;
22 de março de 2023;Gran ubicacion,. Hotel antiguo en remodelacion;El hotel esta en remodelacion. Las habitaciones de pisos supreriores probablemente esten mejores. la que nos alojamos nosotros estan bastante deterioradas.;El baño era muy antiguo y poco agradable para ducharse.;6;;;;;;;;;
12 de março de 2023;Decepcionante;Las instalaciones comunes;Retraso para poder ingresar, poca información acerca de las instalaciones, habitación muy básica y aire acondicionado muy ruidoso.;4;;;;;;;;;
12 de março de 2023;Ho svolto il mio lavoro;Prossima del mare;Una persona della reception;3;;;;;;;;;
12 de março de 2023;Excepcional;Las instalaciones en general son muy buenas. Excelente desayuno. Excepcional ubicación;Estuvo todo muy bueno. Salvo q te advierten q no pases barrera de arrecifes x tiburones. Pero en las piletas q se forman esta perfecto;10;;;;;;;;;
8 de março de 2023;Aceitável;Das personal sind toll gewesen.;Sehr, sehr alt einrichtung;5;;;;;;;;;
3 de março de 2023;Mauvais hôtel ne pas y aller;;Très mauvais état très humide des trous dans les fenêtres et les murs - Sale - cafard dans la chambre;2;;;;;;;;;
27 de fevereiro de 2023;sehr Gut;das große Bett und die Aussicht;;10;;;;;;;;;
27 de fevereiro de 2023;Honteux et dangereux. a éviter jusqu’à ce que la rénovation soit complète (et encore…);personnel OK, vue sur mer;L’hôtel est une épave, les murs tombent en miette y à cause de l’humidité. J’ai même eu peur pour notre santé de rester plus longtemps dans cet hôtel.;1;;;;;;;;;
12 de fevereiro de 2023;la peor experiencia de mi vida, como mucho es un hostel de los más bajos;no me gusto nada. nos cambiaron 3 veces de habitación y a cual peor, la limpieza ….. vamos.;se caía el hotel a trozos, humedad en las paredes, suelos sucios, cristales sucios, mampara de baño sucia llena de cal, viniero a limpiar y seguia igual, Colchon hundido, nos enseñaron una habitación y estaba sucia , pero de restos de comida, cama sin hacer, etc, ;;;;;;;;;;
"son unos sin vergüenzas.""";1;;;;;;;;;;;;
9 de fevereiro de 2023;Excepcional;frühstück;Kälte in der Lobby;10;;;;;;;;;
4 de fevereiro de 2023;Excepcional;El hotel está muy bien ubicado, la habitación es muy amplia y la cama muy confortable. El desayuno es muy variado y lo sirven en un gran salón con vista al mar. Las comidas en el restaurante son buenas y con precios razonables. Destaco la amabilidad y buena predisposición del personal de recepción quienes se encargaron de hacernos las reservas para los paseos y conseguirnos el transporte a Maragogí.;No tengo nada para comentar.;10;;;;;;;;;
27 de janeiro de 2023;siehe oben;die Lage;Renovationsbedürftig. Schlüssel-Badges sehr mühsam/ funktionieren nicht;6;;;;;;;;;
26 de janeiro de 2023;Excepcional;La ubicación y el desayuno;Faltaría barra de agarre en la ducha;10;;;;;;;;;
26 de janeiro de 2023;😡;Nähe am Meer;wir hatten in Zimmer in der Nähe der Küche das Fenster konnten wir nicht öffnen da es sehr stark nach Öl richte und das Fenster aussen war Öl verschmiert Öl Lift dem Fenster hinunter das war richtig gruselig. ;;;;;;;;;;
"würde ich nicht mehr buchen.""";6;;;;;;;;;;;;
26 de janeiro de 2023;Ingresas al hotel y esperas que el tiempo pase con rapidez para poder ir a otro sitio;Desayuno bueno y abundante. Ubicación dentro de las características d la ciudad muy buena.;Se trata de un Hotel que en la actualidad, presenta un alto grado de deterioro tanto en la recepción como en las habitaciones. Con respecto a esta últimas , el baño era lo peor, despintado y con artefactos. viejos.;3;;;;;;;;;
21 de janeiro de 2023;Lage gut , Preis zu hoch , Hotel abgewirtschaftet;Lage;TV ging nicht;;;;;;;;;;
Safe ging nicht ;;;;;;;;;;;;;
"kein Toilettenpaier auch nach nachfrage nicht""";6;;;;;;;;;;;;
19 de janeiro de 2023;No s;Nada;Todo !!! Un hotel en remodelación, muy necesaria porque es muy viejo en su estructura y decoración y confort.;2;;;;;;;;;
17 de janeiro de 2023;Excepcional;El servicio del personal fue excelente, desde el check-in que lo realizó Rafhael, quién habla perfecto español hasta el check out later. La habitación que me otorgaron en el piso 18 era maravillosa, súper grande y una vista al mar fantástica.;;10;;;;;;;;;
5 de janeiro de 2023;no es un hotel 5 estrellas;el desayuno;la habitación es vieja y la;;;;;;;;;;
salida de los ascensores con filtraciones;;;;;;;;;;;;;
"en los pasillos y piso flotante en mal estado y hongos en la ducha .""";4;;;;;;;;;;;;
21 de dezembro de 2022;Excepcional;Buena ubicación, frente a la playa. Desayuno espectacular. Buenos servicios.;;10;;;;;;;;;
16 de novembro de 2022;Ciudad de paso;El personal del hotel muy predispuesto siempre;La ciudad en general no me gustó;10;;;;;;;;;
16 de novembro de 2022;Für einen Zwischenstopp ok.;Lage;Das Hotel ist schon in die Jahre gekommen.;;;;;;;;;;
"Viele Ausstattungen sind abgewohnt.Eine Grundsanierung täte dem Hotel gut.""";5;;;;;;;;;;;;
5 de novembro de 2022;Excepcional;La ubicación y el desayuno;;10;;;;;;;;;
14 de outubro de 2022;très décevant;Uniquement la localisation;chambre abîmée, fuite au plafond et moisissure donc très forte humidité dans la chambre, serviettes manquantes à chaque nettoyage de chambre ;;;;;;;;;;
photos absolument pas conforme à la réalité;" une réel arnaque""";2;;;;;;;;;;;
11 de setembro de 2022;Fantástico Descanso;Todo Maravilloso;Nada que decir;10;;;;;;;;;
28 de agosto de 2022;Excepcional;Muy bueno recomiendo,me hóspede en la suite 1903 maravillosa recomiendo;;10;;;;;;;;;
27 de agosto de 2022;Decepcionante;;Estábamos en el ante último piso,el piso de arriba tiene un salón el cual lo alquilan, no podíamos dormir(dormimos temprano) había música, microfono, gritos y aplausos. Y la comida del restaurant no era rica. Esto NO corresponde a un hotel 5 estrellas!!!!!!!!!!👎;4;;;;;;;;;
8 de junho de 2022;Excepcional;Los trabajadores, las vistas, el desayuno y la ubicación.;;10;;;;;;;;;
3 de maio de 2022;Satisfatório;Die Lage des Hotels ist super;die Zimmer waren alt und der Pool war geschlossen wegen Renovierungsarbeiten;6;;;;;;;;;
29 de abril de 2022;Kein Ferienfeeling!;Die Lage ist super. Das Personal im Restaurant und die Gepäckträger sind sehr nett. Das Frühstück top!;Eibe reine Baustelle und mittlerweile Bruchbude.;;;;;;;;;;
Restaurant; Fitneescenter und Spa weiterhin ewig am Renovieren. Nun ist auch der Pool gesperrt. Die Zimmer riechen muffig; die Klimaanlage rattert;" das Badezimmer sieht sehr gebraucht aus …und und ubd""";4;;;;;;;;;
18 de abril de 2022;Excepcional;Alles ist Traumhaft gewesen,das Essen war Lecker und ich hatte eine Schönes Zimmer mit Meerblick.;;10;;;;;;;;;
13 de abril de 2022;sympa mais je reste sur ma faim;sa proximité de la plage;immeuble vieillissant, infiltration douche. ;;;;;;;;;;
"j’ai rendu la chambre avec 1 nuit d avance. pour le mini bar j’ai utilisé un coca et un KitKat … 21 R$""";6;;;;;;;;;;;;
11 de abril de 2022;Satisfatório;el desayuno colmó mis expectativas, el trato fue super amable;demasiada humedad en las habitaciones, el colchón no era muy confortable;6;;;;;;;;;
6 de abril de 2022;EXELENTE;EL DESAYUNO, FUE VARIADO Y RICO, DA GUSTO DESAYUNAR CON VISTA AL MAR.;;10;;;;;;;;;
4 de abril de 2022;Veel verbouwingen gaande toch wel een fijn verblijf.;Als ik in Recife ben is dit mijn go-2-point voor ene verblijf. De afstand tot het strand is echt 1min lopen, wat heerlijk was tijdens zonnige dagen.;Wederom vond ik dat de kamers echt gedateerd zijn. Helaas was tijdens mijn verblijf heel wat verbouwingen bezig in en rondom het hotel. Het zwembad was/is voor nog een goede periode gesloten. en dat met een klein kind was het jammer.;6;;;;;;;;;
27 de março de 2025;Bom;;;7;;;;;;;;;
21 de março de 2025;Fantástico;;;9;;;;;;;;;
13 de março de 2025;Bom;;;7;;;;;;;;;
5 de março de 2025;Muito bom;;;8;;;;;;;;;
1º de março de 2025;Bom;;;7;;;;;;;;;
21 de fevereiro de 2025;Fantástico;;;9;;;;;;;;;
20 de fevereiro de 2025;Muito bom;;;8;;;;;;;;;
20 de fevereiro de 2025;Muito bom;;;8;;;;;;;;;
17 de fevereiro de 2025;Bom;;;7;;;;;;;;;
16 de fevereiro de 2025;Muito bom;;;8;;;;;;;;;
16 de fevereiro de 2025;Bom;;;7;;;;;;;;;
14 de fevereiro de 2025;Muito bom;;;8;;;;;;;;;
14 de fevereiro de 2025;Bom;;;7;;;;;;;;;
13 de fevereiro de 2025;Bom;;;7;;;;;;;;;
10 de fevereiro de 2025;Bom;;;7;;;;;;;;;
6 de fevereiro de 2025;Muito bom;;;8;;;;;;;;;
3 de fevereiro de 2025;Muito bom;;;8;;;;;;;;;
2 de fevereiro de 2025;Muito bom;;;8;;;;;;;;;
26 de janeiro de 2025;Muito bom;;;8;;;;;;;;;
20 de janeiro de 2025;Muito bom;;;8;;;;;;;;;
18 de janeiro de 2025;Fantástico;;;9;;;;;;;;;
8 de janeiro de 2025;Fantástico;;;9;;;;;;;;;
6 de janeiro de 2025;Muito bom;;;8;;;;;;;;;
6 de janeiro de 2025;Muito bom;;;8;;;;;;;;;
5 de janeiro de 2025;Bom;;;7;;;;;;;;;
2 de janeiro de 2025;Fantástico;;;9;;;;;;;;;
1º de janeiro de 2025;Fantástico;;;9;;;;;;;;;
29 de dezembro de 2024;Muito bom;;;8;;;;;;;;;
28 de dezembro de 2024;Muito bom;;;8;;;;;;;;;
16 de dezembro de 2024;Muito bom;;;8;;;;;;;;;
15 de dezembro de 2024;Bom;;;7;;;;;;;;;
14 de dezembro de 2024;Muito bom;;;8;;;;;;;;;
12 de dezembro de 2024;Muito bom;;;8;;;;;;;;;
3 de dezembro de 2024;Fantástico;;;9;;;;;;;;;
2 de dezembro de 2024;Muito bom;;;8;;;;;;;;;
1º de dezembro de 2024;Fantástico;;;9;;;;;;;;;
30 de novembro de 2024;Muito bom;;;8;;;;;;;;;
30 de novembro de 2024;Muito bom;;;8;;;;;;;;;
27 de novembro de 2024;Bom;;;7;;;;;;;;;
24 de novembro de 2024;Fantástico;;;9;;;;;;;;;
7 de novembro de 2024;Muito bom;;;8;;;;;;;;;
4 de novembro de 2024;Fantástico;;;9;;;;;;;;;
27 de outubro de 2024;Muito bom;;;8;;;;;;;;;
21 de outubro de 2024;Muito bom;;;8;;;;;;;;;
20 de outubro de 2024;Muito boa;;;8;;;;;;;;;
19 de outubro de 2024;Muito bom;;;8;;;;;;;;;
16 de outubro de 2024;Muito bom;;;8;;;;;;;;;
16 de outubro de 2024;Muito bom;;;8;;;;;;;;;
4 de outubro de 2024;Muito bom;;;8;;;;;;;;;
3 de outubro de 2024;Fantástico;;;9;;;;;;;;;
28 de setembro de 2024;Fantástico;;;9;;;;;;;;;
26 de setembro de 2024;Muito bom;;;8;;;;;;;;;
22 de setembro de 2024;Muito bom;;;8;;;;;;;;;
22 de setembro de 2024;Muito bom;;;8;;;;;;;;;
21 de setembro de 2024;Bom;;;7;;;;;;;;;
12 de setembro de 2024;Muito bom;;;8;;;;;;;;;
8 de setembro de 2024;Fantástico;;;9;;;;;;;;;
6 de setembro de 2024;Muito bom;;;8;;;;;;;;;
1º de setembro de 2024;Muito bom;;;8;;;;;;;;;
29 de agosto de 2024;Fantástico;;;9;;;;;;;;;
29 de agosto de 2024;Bom;;;7;;;;;;;;;
28 de agosto de 2024;Fantástico;;;9;;;;;;;;;
27 de agosto de 2024;Fantástico;;;9;;;;;;;;;
19 de agosto de 2024;Bom;;;7;;;;;;;;;
14 de agosto de 2024;Muito bom;;;8;;;;;;;;;
12 de agosto de 2024;Muito bom;;;8;;;;;;;;;
2 de agosto de 2024;Muito bom;;;8;;;;;;;;;
22 de julho de 2024;Bom;;;7;;;;;;;;;
14 de julho de 2024;Muito bom;;;8;;;;;;;;;
6 de julho de 2024;Muito bom;;;8;;;;;;;;;
6 de julho de 2024;Fantástico;;;9;;;;;;;;;
3 de julho de 2024;Fantástico;;;9;;;;;;;;;
1º de julho de 2024;Muito bom;;;8;;;;;;;;;
