data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;;
31 de dezembro de 2022;Muito bom;;;8;;;;;;;
29 de dezembro de 2022;Bom;;;7;;;;;;;
28 de dezembro de 2022;Muito bom;;;8;;;;;;;
27 de dezembro de 2022;Bom;;;7;;;;;;;
22 de dezembro de 2022;Fantástico;;;9;;;;;;;
21 de dezembro de 2022;Bom;;;7;;;;;;;
20 de dezembro de 2022;Muito bom;;;8;;;;;;;
19 de dezembro de 2022;Bom;;;7;;;;;;;
19 de dezembro de 2022;Bom;;;7;;;;;;;
16 de dezembro de 2022;Fantástico;;;9;;;;;;;
12 de dezembro de 2022;Muito bom;;;8;;;;;;;
12 de dezembro de 2022;Fantástico;;;9;;;;;;;
11 de dezembro de 2022;Muito bom;;;8;;;;;;;
9 de dezembro de 2022;Bom;;;7;;;;;;;
8 de dezembro de 2022;Fantástico;;;9;;;;;;;
8 de dezembro de 2022;Muito bom;;;8;;;;;;;
8 de dezembro de 2022;Muito bom;;;8;;;;;;;
7 de dezembro de 2022;Fantástico;;;9;;;;;;;
6 de dezembro de 2022;Muito bom;;;8;;;;;;;
5 de dezembro de 2022;Muito bom;;;8;;;;;;;
5 de dezembro de 2022;Muito bom;;;8;;;;;;;
5 de dezembro de 2022;Muito bom;;;8;;;;;;;
5 de dezembro de 2022;Bom;;;7;;;;;;;
5 de dezembro de 2022;Bom;;;7;;;;;;;
4 de dezembro de 2022;Fantástico;;;9;;;;;;;
4 de dezembro de 2022;Bom;;;7;;;;;;;
4 de dezembro de 2022;Bom;;;7;;;;;;;
1º de dezembro de 2022;Muito bom;;;8;;;;;;;
30 de novembro de 2022;Bom;;;7;;;;;;;
28 de novembro de 2022;Muito bom;;;8;;;;;;;
27 de novembro de 2022;Muito bom;;;8;;;;;;;
26 de novembro de 2022;Bom;;;7;;;;;;;
25 de novembro de 2022;Muito bom;;;8;;;;;;;
23 de novembro de 2022;Muito bom;;;8;;;;;;;
23 de novembro de 2022;Muito bom;;;8;;;;;;;
22 de novembro de 2022;Muito bom;;;8;;;;;;;
19 de novembro de 2022;Muito bom;;;8;;;;;;;
17 de novembro de 2022;Muito bom;;;8;;;;;;;
17 de novembro de 2022;Muito bom;;;8;;;;;;;
16 de novembro de 2022;Muito bom;;;8;;;;;;;
16 de novembro de 2022;Bom;;;7;;;;;;;
16 de novembro de 2022;Muito bom;;;8;;;;;;;
16 de novembro de 2022;Bom;;;7;;;;;;;
16 de novembro de 2022;Bom;;;7;;;;;;;
12 de novembro de 2022;Bom;;;7;;;;;;;
11 de novembro de 2022;Fantástico;;;9;;;;;;;
11 de novembro de 2022;Bom;;;7;;;;;;;
5 de novembro de 2022;Fantástico;;;9;;;;;;;
4 de novembro de 2022;Muito bom;;;8;;;;;;;
3 de novembro de 2022;Fantástico;;;9;;;;;;;
2 de novembro de 2022;Fantástico;;;9;;;;;;;
2 de novembro de 2022;Bom;;;7;;;;;;;
31 de outubro de 2022;Bom;;;7;;;;;;;
31 de outubro de 2022;Fantástico;;;9;;;;;;;
29 de outubro de 2022;Muito bom;;;8;;;;;;;
29 de outubro de 2022;Muito bom!;;;8;;;;;;;
27 de outubro de 2022;Muito bom;;;8;;;;;;;
26 de outubro de 2022;Bom;;;7;;;;;;;
25 de outubro de 2022;Fantástico;;;9;;;;;;;
25 de outubro de 2022;Fantástico;;;9;;;;;;;
23 de outubro de 2022;Fantástico;;;9;;;;;;;
23 de outubro de 2022;Muito bom;;;8;;;;;;;
23 de outubro de 2022;Muito bom;;;8;;;;;;;
21 de outubro de 2022;Muito bom;;;8;;;;;;;
21 de outubro de 2022;Muito bom;;;8;;;;;;;
21 de outubro de 2022;Bom;;;7;;;;;;;
20 de outubro de 2022;Fantástico;;;9;;;;;;;
18 de outubro de 2022;Muito bom;;;8;;;;;;;
17 de outubro de 2022;Fantástico;;;9;;;;;;;
16 de outubro de 2022;Fantástico;;;9;;;;;;;
15 de outubro de 2022;Fantástico;;;9;;;;;;;
14 de outubro de 2022;Muito bom;;;8;;;;;;;
13 de outubro de 2022;Fantástico;;;9;;;;;;;
13 de outubro de 2022;Fantástico;;;9;;;;;;;
13 de outubro de 2022;Fantástico;;;9;;;;;;;
12 de outubro de 2022;Bom;;;7;;;;;;;
11 de outubro de 2022;Muito bom;;;8;;;;;;;
10 de outubro de 2022;Muito bom;;;8;;;;;;;
9 de outubro de 2022;Muito bom;;;8;;;;;;;
7 de outubro de 2022;Fantástico;;;9;;;;;;;
6 de outubro de 2022;Fantástico;;;9;;;;;;;
6 de outubro de 2022;Bom;;;7;;;;;;;
5 de outubro de 2022;Bom;;;7;;;;;;;
4 de outubro de 2022;Bom;;;7;;;;;;;
4 de outubro de 2022;Bem localizado e custo benefício;;;9;;;;;;;
3 de outubro de 2022;Muito bom;;;8;;;;;;;
3 de outubro de 2022;Fantástico;;;9;;;;;;;
3 de outubro de 2022;Fantástico;;;9;;;;;;;
2 de outubro de 2022;Fantástico;;;9;;;;;;;
29 de setembro de 2022;Bom;;;7;;;;;;;
29 de setembro de 2022;Bom;;;7;;;;;;;
27 de setembro de 2022;Bom;;;7;;;;;;;
24 de setembro de 2022;Muito bom;;;8;;;;;;;
19 de setembro de 2022;Fantástico;;;9;;;;;;;
19 de setembro de 2022;Fantástico;;;9;;;;;;;
18 de setembro de 2022;Fantástico;;;9;;;;;;;
17 de setembro de 2022;Fantástico;;;9;;;;;;;
16 de setembro de 2022;Bom;;;7;;;;;;;
14 de setembro de 2022;Muito bom;;;8;;;;;;;
13 de setembro de 2022;Bom;;;7;;;;;;;
13 de setembro de 2022;Fantástico;;;9;;;;;;;
13 de setembro de 2022;Fantástico;;;9;;;;;;;
9 de setembro de 2022;Fantástico;;;9;;;;;;;
8 de setembro de 2022;Fantástico;;;9;;;;;;;
7 de setembro de 2022;Muito bom;;;8;;;;;;;
6 de setembro de 2022;Fantástico;;;9;;;;;;;
6 de setembro de 2022;Bom;;;7;;;;;;;
6 de setembro de 2022;Bom;;;7;;;;;;;
5 de setembro de 2022;Fantástico;;;9;;;;;;;
5 de setembro de 2022;Bom;;;7;;;;;;;
5 de setembro de 2022;Muito bom;;;8;;;;;;;
3 de setembro de 2022;Muito bom;;;8;;;;;;;
3 de setembro de 2022;Fantástico;;;9;;;;;;;
1º de setembro de 2022;Bom;;;7;;;;;;;
31 de agosto de 2022;Muito bom;;;8;;;;;;;
29 de agosto de 2022;Recomendo!;;;7;;;;;;;
29 de agosto de 2022;Fantástico;;;9;;;;;;;
28 de agosto de 2022;Muito bom;;;8;;;;;;;
28 de agosto de 2022;Muito bom;;;8;;;;;;;
28 de agosto de 2022;Muito bom;;;8;;;;;;;
28 de agosto de 2022;Bom;;;7;;;;;;;
23 de agosto de 2022;Muito bom;;;8;;;;;;;
22 de agosto de 2022;Muito bom;;;8;;;;;;;
22 de agosto de 2022;Bom;;;7;;;;;;;
22 de agosto de 2022;Muito bom;;;8;;;;;;;
21 de agosto de 2022;Muito bom;;;8;;;;;;;
21 de agosto de 2022;Muito bom;;;8;;;;;;;
19 de agosto de 2022;Muito bom;;;8;;;;;;;
19 de agosto de 2022;Muito bom;;;8;;;;;;;
16 de agosto de 2022;Bom;;;7;;;;;;;
12 de agosto de 2022;Bom;;;7;;;;;;;
10 de agosto de 2022;Bom;;;7;;;;;;;
9 de agosto de 2022;Muito bom;;;8;;;;;;;
8 de agosto de 2022;Muito bom;;;8;;;;;;;
8 de agosto de 2022;Fantástico;;;9;;;;;;;
8 de agosto de 2022;Fantástico;;;9;;;;;;;
7 de agosto de 2022;Muito bom;;;8;;;;;;;
5 de agosto de 2022;Muito bom;;;8;;;;;;;
1º de agosto de 2022;Bom;;;7;;;;;;;
1º de agosto de 2022;Fantástico;;;9;;;;;;;
31 de julho de 2022;Fantástico;;;9;;;;;;;
30 de julho de 2022;Fantástico;;;9;;;;;;;
29 de julho de 2022;Fantástico;;;9;;;;;;;
28 de julho de 2022;Fantástico;;;9;;;;;;;
22 de julho de 2022;Fantástico;;;9;;;;;;;
22 de julho de 2022;Bom;;;7;;;;;;;
20 de julho de 2022;Fantástico;;;9;;;;;;;
16 de julho de 2022;Fantástico;;;9;;;;;;;
13 de julho de 2022;Fantástico;;;9;;;;;;;
11 de julho de 2022;Fantástico;;;9;;;;;;;
7 de julho de 2022;Fantástico;;;9;;;;;;;
27 de junho de 2022;Muito bom;;;8;;;;;;;
23 de junho de 2022;Muito bom;;;8;;;;;;;
20 de junho de 2022;Bom Custo Benefício;;;8;;;;;;;
20 de junho de 2022;Bom;;;7;;;;;;;
20 de junho de 2022;Fantástico;;;9;;;;;;;
19 de junho de 2022;Muito bom;;;8;;;;;;;
17 de junho de 2022;Muito bom;;;8;;;;;;;
14 de junho de 2022;muito boa;;;8;;;;;;;
12 de junho de 2022;Muito bom;;;8;;;;;;;
10 de junho de 2022;Bom;;;7;;;;;;;
8 de junho de 2022;Muito bom;;;8;;;;;;;
7 de junho de 2022;Muito bom;;;8;;;;;;;
6 de junho de 2022;Muito bom;;;8;;;;;;;
4 de junho de 2022;Muito bom;;;8;;;;;;;
3 de junho de 2022;Muito bom;;;8;;;;;;;
31 de maio de 2022;Fantástico;;;9;;;;;;;
26 de maio de 2022;Fantástico;;;9;;;;;;;
25 de maio de 2022;Muito bom;;;8;;;;;;;
25 de maio de 2022;Muito bom;;;8;;;;;;;
23 de maio de 2022;Muito bom;;;8;;;;;;;
22 de maio de 2022;Bom;;;7;;;;;;;
18 de maio de 2022;Bom;;;7;;;;;;;
18 de maio de 2022;Muito bom;;;8;;;;;;;
17 de maio de 2022;Muito bom;;;8;;;;;;;
16 de maio de 2022;Bom;;;7;;;;;;;
15 de maio de 2022;Bom;;;7;;;;;;;
13 de maio de 2022;Muito bom;;;8;;;;;;;
12 de maio de 2022;Bom;;;7;;;;;;;
11 de maio de 2022;Fantástico;;;9;;;;;;;
11 de maio de 2022;Fantástico;;;9;;;;;;;
9 de maio de 2022;Bom;;;7;;;;;;;
4 de maio de 2022;Bom;;;7;;;;;;;
3 de maio de 2022;Bom;;;7;;;;;;;
2 de maio de 2022;Muito bom;;;8;;;;;;;
2 de maio de 2022;Muito bom;;;8;;;;;;;
2 de maio de 2022;Bom;;;7;;;;;;;
30 de abril de 2022;Muito bom;;;8;;;;;;;
28 de abril de 2022;Fantástico;;;9;;;;;;;
25 de abril de 2022;Bom;;;7;;;;;;;
25 de abril de 2022;Bom;;;7;;;;;;;
24 de abril de 2022;Fantástico;;;9;;;;;;;
22 de abril de 2022;Muito bom;;;8;;;;;;;
21 de abril de 2022;Bom;;;7;;;;;;;
21 de abril de 2022;Muito bom;;;8;;;;;;;
18 de abril de 2022;Muito bom;;;8;;;;;;;
18 de abril de 2022;Fantástico;;;9;;;;;;;
18 de abril de 2022;Muito bom;;;8;;;;;;;
18 de abril de 2022;Fantástico;;;9;;;;;;;
17 de abril de 2022;Fantástico;;;9;;;;;;;
17 de abril de 2022;Fantástico;;;9;;;;;;;
16 de abril de 2022;Bom;;;7;;;;;;;
13 de abril de 2022;Muito bom;;;8;;;;;;;
12 de abril de 2022;Muito bom;;;8;;;;;;;
12 de abril de 2022;Bom;;;7;;;;;;;
11 de abril de 2022;Bom;;;7;;;;;;;
10 de abril de 2022;Muito bom;;;8;;;;;;;
10 de abril de 2022;Bom;;;7;;;;;;;
8 de abril de 2022;Fantástico;;;9;;;;;;;
6 de abril de 2022;Muito bom;;;8;;;;;;;
6 de abril de 2022;Muito bom;;;8;;;;;;;
2 de abril de 2022;Muito bom;;;8;;;;;;;
27 de março de 2025;Excepcional;;;10;;;;;;;
24 de março de 2025;Excepcional;;;10;;;;;;;
23 de março de 2025;Excepcional;;;10;;;;;;;
22 de março de 2025;Excepcional;;;10;;;;;;;
21 de março de 2025;Aceitável;;;5;;;;;;;
10 de março de 2025;Excepcional;;;10;;;;;;;
9 de março de 2025;Excepcional;;;10;;;;;;;
6 de março de 2025;Excepcional;;;10;;;;;;;
5 de março de 2025;Satisfatório;;;6;;;;;;;
2 de março de 2025;Nada a reclamar;;;10;;;;;;;
1º de março de 2025;Aceitável;;;5;;;;;;;
1º de março de 2025;Péssimo;;;1;;;;;;;
28 de fevereiro de 2025;Excepcional;;;10;;;;;;;
25 de fevereiro de 2025;Aceitável;;;5;;;;;;;
24 de fevereiro de 2025;Excepcional;;;10;;;;;;;
24 de fevereiro de 2025;Excepcional;;;10;;;;;;;
24 de fevereiro de 2025;Excepcional;;;10;;;;;;;
16 de fevereiro de 2025;Excepcional;;;10;;;;;;;
15 de fevereiro de 2025;Excepcional;;;10;;;;;;;
14 de fevereiro de 2025;Excepcional;;;10;;;;;;;
13 de fevereiro de 2025;Satisfatório;;;6;;;;;;;
12 de fevereiro de 2025;Excepcional;;;10;;;;;;;
10 de fevereiro de 2025;Excepcional;;;10;;;;;;;
9 de fevereiro de 2025;Excepcional;;;10;;;;;;;
8 de fevereiro de 2025;Excepcional;;;10;;;;;;;
30 de janeiro de 2025;Excepcional;;;10;;;;;;;
29 de janeiro de 2025;Ruim;;;3;;;;;;;
28 de janeiro de 2025;Excepcional;;;10;;;;;;;
27 de janeiro de 2025;Excepcional;;;10;;;;;;;
26 de janeiro de 2025;Excepcional;;;10;;;;;;;
26 de janeiro de 2025;Satisfatório;;;6;;;;;;;
24 de janeiro de 2025;Excepcional;;;10;;;;;;;
24 de janeiro de 2025;Aceitável;;;5;;;;;;;
15 de janeiro de 2025;Excepcional;;;10;;;;;;;
13 de janeiro de 2025;Excepcional;;;10;;;;;;;
13 de janeiro de 2025;Boa localização e valor acessível;;;10;;;;;;;
11 de janeiro de 2025;Satisfatório;;;6;;;;;;;
11 de janeiro de 2025;Excepcional;;;10;;;;;;;
11 de janeiro de 2025;Excepcional;;;10;;;;;;;
10 de janeiro de 2025;Excepcional;;;10;;;;;;;
7 de janeiro de 2025;Excepcional;;;10;;;;;;;
7 de janeiro de 2025;Excepcional;;;10;;;;;;;
7 de janeiro de 2025;Excepcional;;;10;;;;;;;
7 de janeiro de 2025;Excepcional;;;10;;;;;;;
3 de janeiro de 2025;Satisfatório;;;6;;;;;;;
3 de janeiro de 2025;Excepcional;;;10;;;;;;;
2 de janeiro de 2025;Excepcional;;;10;;;;;;;
2 de janeiro de 2025;Excepcional;;;10;;;;;;;
31 de dezembro de 2024;Aceitável;;;5;;;;;;;
27 de dezembro de 2024;Excepcional;;;10;;;;;;;
23 de dezembro de 2024;Excepcional;;;10;;;;;;;
22 de dezembro de 2024;Muito ruim;;;2;;;;;;;
22 de dezembro de 2024;Excepcional;;;10;;;;;;;
21 de dezembro de 2024;Excepcional;;;10;;;;;;;
16 de dezembro de 2024;Excepcional;;;10;;;;;;;
8 de dezembro de 2024;Muito ruim;;;2;;;;;;;
29 de novembro de 2024;Excepcional;;;10;;;;;;;
18 de novembro de 2024;Excepcional;;;10;;;;;;;
18 de novembro de 2024;Aceitável;;;5;;;;;;;
17 de novembro de 2024;Excepcional;;;10;;;;;;;
17 de novembro de 2024;Excepcional;;;10;;;;;;;
15 de novembro de 2024;Excepcional;;;10;;;;;;;
10 de novembro de 2024;Excepcional;;;10;;;;;;;
10 de novembro de 2024;Excepcional;;;10;;;;;;;
3 de novembro de 2024;Foi maravilhoso 🫶;;;10;;;;;;;
25 de outubro de 2024;Satisfatório;;;6;;;;;;;
11 de outubro de 2024;Satisfatório;;;6;;;;;;;
7 de outubro de 2024;estadia muito boa, pessoal super simpático!;;;10;;;;;;;
3 de outubro de 2024;Excepcional;;;10;;;;;;;
19 de setembro de 2024;Satisfatório;;;6;;;;;;;
15 de setembro de 2024;Excepcional;;;10;;;;;;;
15 de setembro de 2024;Satisfatório;;;6;;;;;;;
1º de setembro de 2024;Excepcional;;;10;;;;;;;
30 de agosto de 2024;Excepcional;;;10;;;;;;;
27 de agosto de 2024;Excepcional;;;10;;;;;;;
27 de agosto de 2024;Excepcional;;;10;;;;;;;
26 de agosto de 2024;Aceitável;;;5;;;;;;;
24 de agosto de 2024;Lençóis pessimos, toalhas terríveis. Banheiro fedido . Café da manhã horrível enfim NADA BOM;;;3;;;;;;;
11 de agosto de 2024;Excepcional;;;10;;;;;;;
11 de agosto de 2024;Excepcional;;;10;;;;;;;
11 de agosto de 2024;Excepcional;;;10;;;;;;;
8 de agosto de 2024;Satisfatório;;;6;;;;;;;
2 de agosto de 2024;Excepcional;;;10;;;;;;;
28 de julho de 2024;Aceitável;;;5;;;;;;;
25 de julho de 2024;Excepcional;;;10;;;;;;;
19 de julho de 2024;Excelente lugar;;;10;;;;;;;
17 de julho de 2024;Excepcional;;;10;;;;;;;
8 de julho de 2024;Decepcionante;;;4;;;;;;;
8 de julho de 2024;Excepcional;;;10;;;;;;;
15 de junho de 2024;Excepcional;;;10;;;;;;;
3 de junho de 2024;Excepcional;;;10;;;;;;;
30 de maio de 2024;Satisfatório;;;6;;;;;;;
13 de maio de 2024;Excepcional;;;10;;;;;;;
10 de maio de 2024;Satisfatório;;;6;;;;;;;
9 de maio de 2024;Excepcional;;;10;;;;;;;
27 de abril de 2024;Acomodação confortável, excelente limpeza e ótima localização;;;10;;;;;;;
22 de abril de 2024;Excepcional;;;10;;;;;;;
19 de abril de 2024;Excepcional;;;10;;;;;;;
14 de abril de 2024;Excepcional;;;10;;;;;;;
12 de abril de 2024;Excepcional;;;10;;;;;;;
2 de abril de 2024;Excepcional;;;10;;;;;;;
31 de março de 2024;Excepcional;;;10;;;;;;;
28 de março de 2024;Satisfatório;;;6;;;;;;;
28 de março de 2024;Muito ruim;;;2;;;;;;;
26 de março de 2024;Aceitável;;;5;;;;;;;
17 de março de 2024;Satisfatório;;;6;;;;;;;
7 de março de 2024;Satisfatório;;;6;;;;;;;
6 de março de 2024;Excepcional;;;10;;;;;;;
5 de março de 2024;Aceitável;;;5;;;;;;;
4 de março de 2024;Excepcional;;;10;;;;;;;
19 de fevereiro de 2024;Satisfatório;;;6;;;;;;;
19 de fevereiro de 2024;Excepcional;;;10;;;;;;;
16 de fevereiro de 2024;Aceitável;;;5;;;;;;;
15 de fevereiro de 2024;Satisfatório;;;6;;;;;;;
11 de fevereiro de 2024;Excepcional;;;10;;;;;;;
9 de fevereiro de 2024;Satisfatório;;;6;;;;;;;
9 de fevereiro de 2024;Péssimo;;;1;;;;;;;
7 de fevereiro de 2024;Excepcional;;;10;;;;;;;
7 de fevereiro de 2024;Excepcional;;;10;;;;;;;
5 de fevereiro de 2024;Excepcional;;;10;;;;;;;
1º de fevereiro de 2024;Excepcional;;;10;;;;;;;
1º de fevereiro de 2024;Excepcional;;;10;;;;;;;
30 de janeiro de 2024;Satisfatório;;;6;;;;;;;
29 de janeiro de 2024;Excepcional;;;10;;;;;;;
26 de janeiro de 2024;Decepcionante;;;4;;;;;;;
26 de janeiro de 2024;Excepcional;;;10;;;;;;;
25 de janeiro de 2024;Satisfatório;;;6;;;;;;;
24 de janeiro de 2024;Excepcional;;;10;;;;;;;
24 de janeiro de 2024;Satisfatório;;;6;;;;;;;
21 de janeiro de 2024;Decepcionante;;;4;;;;;;;
21 de janeiro de 2024;Aceitável;;;5;;;;;;;
19 de janeiro de 2024;Excepcional;;;10;;;;;;;
17 de janeiro de 2024;Aceitável;;;5;;;;;;;
15 de janeiro de 2024;Excepcional;;;10;;;;;;;
15 de janeiro de 2024;Decepcionante;;;4;;;;;;;
14 de janeiro de 2024;Excepcional;;;10;;;;;;;
11 de janeiro de 2024;Gostei muito, recomendo e quando eu voltar irei me hospedar novamente. Ótima localização!;;;10;;;;;;;
10 de janeiro de 2024;Aceitável;;;5;;;;;;;
8 de janeiro de 2024;Excepcional;;;10;;;;;;;
7 de janeiro de 2024;Excepcional;;;10;;;;;;;
6 de janeiro de 2024;Excepcional;;;10;;;;;;;
30 de dezembro de 2023;Satisfatório;;;6;;;;;;;
25 de dezembro de 2023;Aceitável;;;5;;;;;;;
25 de dezembro de 2023;Excepcional;;;10;;;;;;;
21 de dezembro de 2023;Satisfatório;;;6;;;;;;;
18 de dezembro de 2023;Muito ruim;;;2;;;;;;;
17 de dezembro de 2023;Aceitável;;;5;;;;;;;
15 de dezembro de 2023;Excepcional;;;10;;;;;;;
14 de dezembro de 2023;Excepcional;;;10;;;;;;;
13 de dezembro de 2023;Satisfatório;;;6;;;;;;;
12 de dezembro de 2023;Ruim;;;3;;;;;;;
11 de dezembro de 2023;Excepcional;;;10;;;;;;;
8 de dezembro de 2023;Excepcional;;;10;;;;;;;
7 de dezembro de 2023;Satisfatório;;;6;;;;;;;
1º de dezembro de 2023;Hotel simples, com pouca comodidade, para uma estadia rápida.;;;5;;;;;;;
1º de dezembro de 2023;Excepcional;;;10;;;;;;;
21 de novembro de 2023;Decepcionante;;;4;;;;;;;
4 de novembro de 2023;Excepcional;;;10;;;;;;;
4 de novembro de 2023;Excepcional;;;10;;;;;;;
2 de novembro de 2023;Excepcional;;;10;;;;;;;
2 de novembro de 2023;Excepcional;;;10;;;;;;;
30 de outubro de 2023;Excepcional;;;10;;;;;;;
27 de outubro de 2023;Decepcionante;;;4;;;;;;;
25 de outubro de 2023;Satisfatório;;;6;;;;;;;
24 de outubro de 2023;Excepcional;;;10;;;;;;;
23 de outubro de 2023;Excepcional;;;10;;;;;;;
23 de outubro de 2023;Excepcional;;;10;;;;;;;
23 de outubro de 2023;Excepcional;;;10;;;;;;;
21 de outubro de 2023;Excepcional;;;10;;;;;;;
21 de outubro de 2023;Excepcional;;;10;;;;;;;
19 de outubro de 2023;Ruim;;;3;;;;;;;
18 de outubro de 2023;Aceitável;;;5;;;;;;;
18 de outubro de 2023;Excepcional;;;10;;;;;;;
10 de outubro de 2023;Excepcional;;;10;;;;;;;
9 de outubro de 2023;Excepcional;;;10;;;;;;;
7 de outubro de 2023;Excepcional;;;10;;;;;;;
3 de outubro de 2023;Aceitável;;;5;;;;;;;
1º de outubro de 2023;Excepcional;;;10;;;;;;;
28 de setembro de 2023;Excepcional;;;10;;;;;;;
22 de setembro de 2023;Decepcionante;;;4;;;;;;;
12 de setembro de 2023;Excepcional;;;10;;;;;;;
12 de setembro de 2023;Excepcional;;;10;;;;;;;
10 de setembro de 2023;Aceitável;;;5;;;;;;;
8 de setembro de 2023;Excepcional;;;10;;;;;;;
7 de setembro de 2023;Excepcional;;;10;;;;;;;
3 de setembro de 2023;Excepcional;;;10;;;;;;;
3 de setembro de 2023;Excepcional;;;10;;;;;;;
31 de agosto de 2023;Excepcional;;;10;;;;;;;
24 de agosto de 2023;Aceitável;;;5;;;;;;;
23 de agosto de 2023;Excepcional;;;10;;;;;;;
19 de agosto de 2023;Decepcionante;;;4;;;;;;;
13 de agosto de 2023;Excepcional;;;10;;;;;;;
9 de agosto de 2023;Satisfatório;;;6;;;;;;;
18 de julho de 2023;Excepcional;;;10;;;;;;;
18 de julho de 2023;Aceitável;;;5;;;;;;;
13 de julho de 2023;Excepcional;;;10;;;;;;;
21 de junho de 2023;Excepcional;;;10;;;;;;;
20 de junho de 2023;Aceitável;;;5;;;;;;;
31 de maio de 2023;Excepcional;;;10;;;;;;;
29 de maio de 2023;Satisfatório;;;6;;;;;;;
24 de maio de 2023;Satisfatório;;;6;;;;;;;
23 de maio de 2023;Satisfatório;;;6;;;;;;;
22 de maio de 2023;Excepcional;;;10;;;;;;;
13 de maio de 2023;Ruim;;;3;;;;;;;
8 de maio de 2023;Excepcional;;;10;;;;;;;
8 de maio de 2023;Excepcional;;;10;;;;;;;
3 de maio de 2023;Decepcionante;;;4;;;;;;;
2 de maio de 2023;Aceitável;;;5;;;;;;;
1º de maio de 2023;Excepcional;;;10;;;;;;;
30 de abril de 2023;Aceitável;;;5;;;;;;;
24 de abril de 2023;Excepcional;;;10;;;;;;;
19 de abril de 2023;Excepcional;;;10;;;;;;;
17 de abril de 2023;Aceitável;;;5;;;;;;;
9 de abril de 2023;Excepcional;;;10;;;;;;;
6 de abril de 2023;Aceitável;;;5;;;;;;;
6 de abril de 2023;Satisfatório;;;6;;;;;;;
5 de abril de 2023;Excepcional;;;10;;;;;;;
2 de abril de 2023;Aceitável;;;5;;;;;;;
2 de abril de 2023;Excepcional;;;10;;;;;;;
25 de março de 2023;Excepcional;;;10;;;;;;;
23 de março de 2023;Excepcional;;;10;;;;;;;
21 de março de 2023;Excepcional;;;10;;;;;;;
20 de março de 2023;Excepcional;;;10;;;;;;;
15 de março de 2023;Excepcional;;;10;;;;;;;
14 de março de 2023;Excepcional;;;10;;;;;;;
12 de março de 2023;Excepcional;;;10;;;;;;;
8 de março de 2023;Satisfatório;;;6;;;;;;;
7 de março de 2023;Excepcional;;;10;;;;;;;
6 de março de 2023;Satisfatório;;;6;;;;;;;
5 de março de 2023;Satisfatório;;;6;;;;;;;
2 de março de 2023;Excepcional;;;10;;;;;;;
17 de fevereiro de 2023;Excepcional;;;10;;;;;;;
13 de fevereiro de 2023;Excepcional;;;10;;;;;;;
13 de fevereiro de 2023;Conforto e economia na melhor localização do Recife.;;;10;;;;;;;
10 de fevereiro de 2023;Excepcional;;;10;;;;;;;
8 de fevereiro de 2023;Excepcional;;;10;;;;;;;
7 de fevereiro de 2023;Excepcional;;;10;;;;;;;
6 de fevereiro de 2023;Péssimo;;;1;;;;;;;
4 de fevereiro de 2023;Satisfatório;;;6;;;;;;;
1º de fevereiro de 2023;Satisfatório;;;6;;;;;;;
31 de janeiro de 2023;Excepcional;;;10;;;;;;;
31 de janeiro de 2023;Excepcional;;;10;;;;;;;
31 de janeiro de 2023;Excepcional;;;10;;;;;;;
31 de janeiro de 2023;Excepcional;;;10;;;;;;;
30 de janeiro de 2023;Excepcional;;;10;;;;;;;
24 de janeiro de 2023;Excepcional;;;10;;;;;;;
23 de janeiro de 2023;Aceitável;;;5;;;;;;;
23 de janeiro de 2023;Excepcional;;;10;;;;;;;
22 de janeiro de 2023;Excepcional;;;10;;;;;;;
22 de janeiro de 2023;Excepcional;;;10;;;;;;;
22 de janeiro de 2023;Excepcional;;;10;;;;;;;
21 de janeiro de 2023;Excepcional;;;10;;;;;;;
21 de janeiro de 2023;Excepcional;;;10;;;;;;;
20 de janeiro de 2023;Excepcional;;;10;;;;;;;
20 de janeiro de 2023;Excepcional;;;10;;;;;;;
19 de janeiro de 2023;Excepcional;;;10;;;;;;;
19 de janeiro de 2023;Excepcional;;;10;;;;;;;
18 de janeiro de 2023;Excepcional;;;10;;;;;;;
15 de janeiro de 2023;Decepcionante;;;4;;;;;;;
13 de janeiro de 2023;Excepcional;;;10;;;;;;;
13 de janeiro de 2023;Ruim;;;3;;;;;;;
13 de janeiro de 2023;Excepcional;;;10;;;;;;;
11 de janeiro de 2023;Excepcional;;;10;;;;;;;
9 de janeiro de 2023;Excepcional;;;10;;;;;;;
9 de janeiro de 2023;Excepcional;;;10;;;;;;;
6 de janeiro de 2023;Excepcional;;;10;;;;;;;
4 de janeiro de 2023;Satisfatório;;;6;;;;;;;
4 de janeiro de 2023;Ruim;;;3;;;;;;;
3 de janeiro de 2023;Aceitável;;;5;;;;;;;
3 de janeiro de 2023;Excepcional;;;10;;;;;;;
3 de janeiro de 2023;Satisfatório;;;6;;;;;;;
1º de janeiro de 2023;Aceitável;;;5;;;;;;;
24 de dezembro de 2022;Satisfatório;;;6;;;;;;;
23 de dezembro de 2022;Aceitável;;;5;;;;;;;
18 de dezembro de 2022;Excepcional;;;10;;;;;;;
18 de dezembro de 2022;Excepcional;;;10;;;;;;;
17 de dezembro de 2022;Satisfatório;;;6;;;;;;;
17 de dezembro de 2022;Aceitável;;;5;;;;;;;
17 de dezembro de 2022;Excepcional;;;10;;;;;;;
14 de dezembro de 2022;Excepcional;;;10;;;;;;;
12 de dezembro de 2022;Excepcional;;;10;;;;;;;
12 de dezembro de 2022;Excepcional;;;10;;;;;;;
