data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
8 de novembro de 2023;Excepcional;;;10;;;;
8 de novembro de 2023;Fantástico;;;9;;;;
7 de novembro de 2023;Excepcional;;;10;;;;
7 de novembro de 2023;Fantástico;;;9;;;;
6 de novembro de 2023;Fantástico;;;9;;;;
6 de novembro de 2023;Fantástico;;;9;;;;
5 de novembro de 2023;Muito bom;;;8;;;;
5 de novembro de 2023;Fantástico;;;9;;;;
4 de novembro de 2023;Excepcional;;;10;;;;
3 de novembro de 2023;Fantástico;;;9;;;;
1º de novembro de 2023;Muito bom;;;8;;;;
1º de novembro de 2023;Muito bom;;;8;;;;
1º de novembro de 2023;Muito bom;;;8;;;;
31 de outubro de 2023;Muito bom;;;8;;;;
31 de outubro de 2023;Fantástico;;;9;;;;
30 de outubro de 2023;Excepcional;;;10;;;;
30 de outubro de 2023;Excepcional;;;10;;;;
30 de outubro de 2023;Excepcional;;;10;;;;
30 de outubro de 2023;Excepcional;;;10;;;;
29 de outubro de 2023;Excepcional;;;10;;;;
29 de outubro de 2023;Excepcional;;;10;;;;
29 de outubro de 2023;Fantástico;;;9;;;;
27 de outubro de 2023;Muito bom;;;8;;;;
27 de outubro de 2023;Muito bom;;;8;;;;
26 de outubro de 2023;Fantástico;;;9;;;;
25 de outubro de 2023;Muito bom;;;8;;;;
25 de outubro de 2023;Fantástico;;;9;;;;
25 de outubro de 2023;Excepcional;;;10;;;;
24 de outubro de 2023;Excepcional;;;10;;;;
22 de outubro de 2023;Excepcional;;;10;;;;
21 de outubro de 2023;Fantástico;;;9;;;;
20 de outubro de 2023;Excepcional;;;10;;;;
20 de outubro de 2023;Muito bom;;;8;;;;
20 de outubro de 2023;Fantástico;;;9;;;;
17 de outubro de 2023;Fantástico;;;9;;;;
17 de outubro de 2023;Muito bom;;;8;;;;
17 de outubro de 2023;Muito bom;;;8;;;;
17 de outubro de 2023;Muito bom;;;8;;;;
17 de outubro de 2023;Excepcional;;;10;;;;
16 de outubro de 2023;Muito bom;;;8;;;;
16 de outubro de 2023;Muito bom;;;8;;;;
16 de outubro de 2023;Fantástico;;;9;;;;
15 de outubro de 2023;Fantástico;;;9;;;;
14 de outubro de 2023;Fantástico;;;9;;;;
13 de outubro de 2023;Muito bom;;;8;;;;
12 de outubro de 2023;Muito bom;;;8;;;;
12 de outubro de 2023;Muito bom;;;8;;;;
11 de outubro de 2023;Muito bom;;;8;;;;
11 de outubro de 2023;Excepcional;;;10;;;;
9 de outubro de 2023;Excepcional;;;10;;;;
8 de outubro de 2023;Excepcional;;;10;;;;
8 de outubro de 2023;Muito bom;;;8;;;;
7 de outubro de 2023;Muito bom;;;8;;;;
6 de outubro de 2023;Excepcional;;;10;;;;
6 de outubro de 2023;Excepcional;;;10;;;;
6 de outubro de 2023;Fantástico;;;9;;;;
6 de outubro de 2023;Fantástico;;;9;;;;
5 de outubro de 2023;Excepcional;;;10;;;;
5 de outubro de 2023;Excepcional;;;10;;;;
5 de outubro de 2023;Muito bom;;;8;;;;
1º de outubro de 2023;Excepcional;;;10;;;;
1º de outubro de 2023;Excepcional;;;10;;;;
29 de setembro de 2023;Excepcional;;;10;;;;
29 de setembro de 2023;Fantástico;;;9;;;;
28 de setembro de 2023;Fantástico;;;9;;;;
25 de setembro de 2023;Excepcional;;;10;;;;
22 de setembro de 2023;Excepcional;;;10;;;;
21 de setembro de 2023;Excepcional;;;10;;;;
20 de setembro de 2023;Excepcional;;;10;;;;
19 de setembro de 2023;Muito bom;;;8;;;;
19 de setembro de 2023;Excepcional;;;10;;;;
18 de setembro de 2023;Muito bom;;;8;;;;
18 de setembro de 2023;Muito bom;;;8;;;;
17 de setembro de 2023;100%;;;10;;;;
16 de setembro de 2023;Excepcional;;;10;;;;
16 de setembro de 2023;Fantástico;;;9;;;;
15 de setembro de 2023;Fantástico;;;9;;;;
14 de setembro de 2023;Excepcional;;;10;;;;
13 de setembro de 2023;Fantástico;;;9;;;;
12 de setembro de 2023;Fantástico;;;9;;;;
12 de setembro de 2023;Muito bom;;;8;;;;
12 de setembro de 2023;Excepcional;;;10;;;;
11 de setembro de 2023;Excepcional;;;10;;;;
11 de setembro de 2023;Excepcional;;;10;;;;
10 de setembro de 2023;Fantástico;;;9;;;;
9 de setembro de 2023;Fantástico;;;9;;;;
9 de setembro de 2023;Quarto e cama confortável. Atendimento excelente dos funcionários;;;10;;;;
5 de setembro de 2023;Muito bom;;;8;;;;
5 de setembro de 2023;Fantástico;;;9;;;;
5 de setembro de 2023;Fantástico;;;9;;;;
4 de setembro de 2023;Muito bom;;;8;;;;
2 de setembro de 2023;Fantástico;;;9;;;;
2 de setembro de 2023;Excepcional;;;10;;;;
2 de setembro de 2023;Muito bom;;;8;;;;
2 de setembro de 2023;Atendimento excelente . Hotel incrível. Super recomendo;;;10;;;;
31 de agosto de 2023;Muito bom;;;8;;;;
30 de agosto de 2023;Muito bom;;;8;;;;
29 de agosto de 2023;Fantástico;;;9;;;;
28 de agosto de 2023;Foi tudo ótimo;;;9;;;;
24 de agosto de 2023;Muito bom;;;8;;;;
23 de agosto de 2023;Muito bom;;;8;;;;
23 de agosto de 2023;Excepcional;;;10;;;;
21 de agosto de 2023;Fantástico;;;9;;;;
21 de agosto de 2023;Excepcional;;;10;;;;
21 de agosto de 2023;Muito bom;;;8;;;;
18 de agosto de 2023;Fantástico;;;9;;;;
18 de agosto de 2023;Excepcional;;;10;;;;
17 de agosto de 2023;Excepcional;;;10;;;;
15 de agosto de 2023;Excepcional;;;10;;;;
14 de agosto de 2023;Excepcional;;;10;;;;
12 de agosto de 2023;Muito bom;;;8;;;;
9 de agosto de 2023;Muito bom;;;8;;;;
8 de agosto de 2023;Hotel com boas instalações, ótimo custo benefício, bem localizado e funcionários muito atenciosos.;;;10;;;;
6 de agosto de 2023;Excepcional;;;10;;;;
5 de agosto de 2023;Fantástico;;;9;;;;
3 de agosto de 2023;Muito bom;;;8;;;;
3 de agosto de 2023;Muito bom;;;8;;;;
1º de agosto de 2023;Excepcional;;;10;;;;
31 de julho de 2023;Fantástico;;;9;;;;
31 de julho de 2023;Fantástico;;;9;;;;
29 de julho de 2023;Muito bom;;;8;;;;
29 de julho de 2023;Fantástico;;;9;;;;
29 de julho de 2023;Fantástico;;;9;;;;
29 de julho de 2023;Excepcional;;;10;;;;
28 de julho de 2023;Excepcional;;;10;;;;
27 de julho de 2023;Fantástico;;;9;;;;
27 de julho de 2023;Fantástico;;;9;;;;
26 de julho de 2023;Muito bom;;;8;;;;
25 de julho de 2023;Muito bom;;;8;;;;
25 de julho de 2023;Muito bom;;;8;;;;
25 de julho de 2023;Muito bom;;;8;;;;
24 de julho de 2023;Fantástico;;;9;;;;
23 de julho de 2023;Excepcional;;;10;;;;
19 de julho de 2023;Muito bom;;;8;;;;
19 de julho de 2023;Fantástico;;;9;;;;
18 de julho de 2023;Fantástico;;;9;;;;
18 de julho de 2023;Muito bom;;;8;;;;
17 de julho de 2023;Excepcional;;;10;;;;
15 de julho de 2023;Excepcional;;;10;;;;
14 de julho de 2023;Fantástico;;;9;;;;
13 de julho de 2023;Muito bom;;;8;;;;
9 de julho de 2023;Excepcional;;;10;;;;
8 de julho de 2023;Excepcional;;;10;;;;
5 de julho de 2023;Muito bom;;;8;;;;
4 de julho de 2023;Fantástico;;;9;;;;
4 de julho de 2023;Excepcional;;;10;;;;
4 de julho de 2023;Excepcional;;;10;;;;
4 de julho de 2023;Muito bom;;;8;;;;
3 de julho de 2023;Fantástico;;;9;;;;
3 de julho de 2023;Muito bom;;;8;;;;
30 de junho de 2023;Fantástico;;;9;;;;
30 de junho de 2023;Excepcional;;;10;;;;
26 de junho de 2023;Excepcional;;;10;;;;
24 de junho de 2023;Fantástico;;;9;;;;
22 de junho de 2023;Fantástico;;;9;;;;
21 de junho de 2023;Fantástico;;;9;;;;
20 de junho de 2023;Fantástico;;;9;;;;
18 de junho de 2023;Excepcional;;;10;;;;
18 de junho de 2023;Fantástico;;;9;;;;
18 de junho de 2023;Excepcional;;;10;;;;
16 de junho de 2023;Muito bom;;;8;;;;
16 de junho de 2023;Muito bom;;;8;;;;
15 de junho de 2023;Fantástico;;;9;;;;
15 de junho de 2023;Muito bom;;;8;;;;
15 de junho de 2023;Fantástico;;;9;;;;
15 de junho de 2023;Muito bom;;;8;;;;
14 de junho de 2023;Muito bom;;;8;;;;
14 de junho de 2023;Fantástico;;;9;;;;
14 de junho de 2023;Excepcional;;;10;;;;
13 de junho de 2023;Excepcional;;;10;;;;
13 de junho de 2023;Fantástico;;;9;;;;
13 de junho de 2023;Excepcional;;;10;;;;
12 de junho de 2023;Muito bom;;;8;;;;
12 de junho de 2023;Excepcional;;;10;;;;
12 de junho de 2023;Muito bom;;;8;;;;
4 de junho de 2023;Excepcional;;;10;;;;
4 de junho de 2023;Excepcional;;;10;;;;
4 de junho de 2023;Excepcional;;;10;;;;
4 de junho de 2023;Excepcional;;;10;;;;
2 de junho de 2023;Fantástico;;;9;;;;
2 de junho de 2023;Muito bom;;;8;;;;
31 de maio de 2023;Excepcional;;;10;;;;
31 de maio de 2023;Fantástico;;;9;;;;
31 de maio de 2023;Fantástico;;;9;;;;
31 de maio de 2023;Fantástico;;;9;;;;
30 de maio de 2023;Fantástico;;;9;;;;
30 de maio de 2023;Muito bom;;;8;;;;
29 de maio de 2023;Muito bom;;;8;;;;
29 de maio de 2023;Fantástico;;;9;;;;
27 de maio de 2023;Muito bom;;;8;;;;
25 de maio de 2023;Excepcional;;;10;;;;
22 de maio de 2023;Excepcional;;;10;;;;
21 de maio de 2023;Excepcional;;;10;;;;
21 de maio de 2023;Excepcional;;;10;;;;
21 de maio de 2023;Fantástico;;;9;;;;
21 de maio de 2023;Excepcional;;;10;;;;
21 de maio de 2023;Excepcional;;;10;;;;
20 de maio de 2023;Simples em alguns sentidos, porém extremamente confortável e prático.;;;10;;;;
15 de maio de 2023;Muito bom;;;8;;;;
15 de maio de 2023;Fantástico;;;9;;;;
14 de maio de 2023;Excepcional;;;10;;;;
11 de maio de 2023;Fantástico;;;9;;;;
11 de maio de 2023;Fantástico;;;9;;;;
10 de maio de 2023;Fantástico;;;9;;;;
10 de maio de 2023;Muito bom;;;8;;;;
8 de maio de 2023;Fantástico;;;9;;;;
7 de maio de 2023;Fantástico;;;9;;;;
7 de maio de 2023;Fantástico;;;9;;;;
3 de maio de 2023;Excepcional;;;10;;;;
1º de maio de 2023;Fantástico;;;9;;;;
30 de abril de 2023;Excepcional;;;10;;;;
27 de abril de 2023;Excepcional;;;10;;;;
27 de abril de 2023;Excepcional;;;10;;;;
25 de abril de 2023;Fantástico;;;9;;;;
25 de abril de 2023;Excepcional;;;10;;;;
24 de abril de 2023;Muito bom;;;8;;;;
24 de abril de 2023;Muito bom;;;8;;;;
24 de abril de 2023;Muito bom;;;8;;;;
24 de abril de 2023;Fantástico;;;9;;;;
23 de abril de 2023;Fantástico;;;9;;;;
23 de abril de 2023;Muito bom;;;8;;;;
23 de abril de 2023;Fantástico;;;9;;;;
23 de abril de 2023;Excepcional;;;10;;;;
23 de abril de 2023;Muito bom;;;8;;;;
22 de abril de 2023;Excepcional;;;10;;;;
21 de abril de 2023;Fantástico;;;9;;;;
19 de abril de 2023;Muito bom;;;8;;;;
17 de abril de 2023;Fantástico;;;9;;;;
17 de abril de 2023;Excepcional;;;10;;;;
17 de abril de 2023;Muito bom;;;8;;;;
16 de abril de 2023;Excepcional;;;10;;;;
16 de abril de 2023;Excepcional;;;10;;;;
16 de abril de 2023;Fantástico;;;9;;;;
15 de abril de 2023;Fantástico;;;9;;;;
15 de abril de 2023;Excepcional;;;10;;;;
15 de abril de 2023;Excepcional;;;10;;;;
14 de abril de 2023;Muito bom;;;8;;;;
14 de abril de 2023;Muito bom;;;8;;;;
13 de abril de 2023;Muito bom;;;8;;;;
11 de abril de 2023;Fantástico;;;9;;;;
11 de abril de 2023;Muito bom;;;8;;;;
11 de abril de 2023;Excepcional;;;10;;;;
10 de abril de 2023;Muito bom;;;8;;;;
10 de abril de 2023;Excepcional;;;10;;;;
10 de abril de 2023;Muito bom;;;8;;;;
9 de abril de 2023;Fantástico;;;9;;;;
5 de abril de 2023;Excepcional;;;10;;;;
5 de abril de 2023;Muito bom;;;8;;;;
5 de abril de 2023;Excepcional;;;10;;;;
5 de abril de 2023;Muito bom;;;8;;;;
4 de abril de 2023;Excepcional;;;10;;;;
4 de abril de 2023;Excepcional;;;10;;;;
3 de abril de 2023;Muito bom;;;8;;;;
31 de março de 2023;Muito bom;;;8;;;;
30 de março de 2023;Excepcional;;;10;;;;
30 de março de 2023;Excepcional;;;10;;;;
28 de março de 2023;Muito bom;;;8;;;;
25 de março de 2023;Muito bom;;;8;;;;
24 de março de 2023;Excepcional;;;10;;;;
24 de março de 2023;Excepcional;;;10;;;;
23 de março de 2023;Fantástico;;;9;;;;
22 de março de 2023;Excepcional;;;10;;;;
21 de março de 2023;Fantástico;;;9;;;;
21 de março de 2023;Excepcional;;;10;;;;
19 de março de 2023;Muito bom;;;8;;;;
19 de março de 2023;Excepcional;;;10;;;;
17 de março de 2023;Fantástico;;;9;;;;
17 de março de 2023;Muito bom;;;8;;;;
14 de março de 2023;Fantástico;;;9;;;;
14 de março de 2023;Fantástico;;;9;;;;
14 de março de 2023;Fantástico;;;9;;;;
13 de março de 2023;Excepcional;;;10;;;;
13 de março de 2023;Excepcional;;;10;;;;
11 de março de 2023;Muito bom;;;8;;;;
11 de março de 2023;Muito bom;;;8;;;;
8 de março de 2023;Excepcional;;;10;;;;
7 de março de 2023;Excepcional;;;10;;;;
5 de março de 2023;Fantástico;;;9;;;;
4 de março de 2023;Excepcional;;;10;;;;
3 de março de 2023;Fantástico;;;9;;;;
3 de março de 2023;Fantástico;;;9;;;;
3 de março de 2023;Excepcional;;;10;;;;
2 de março de 2023;Fantástico;;;9;;;;
2 de março de 2023;Excepcional;;;10;;;;
1º de março de 2023;Aceita Pets! e por sinal, são muito bem recepcionados!;;;10;;;;
1º de março de 2023;Muito bom;;;8;;;;
26 de fevereiro de 2023;Fantástico;;;9;;;;
24 de fevereiro de 2023;Muito bom;;;8;;;;
22 de fevereiro de 2023;Excepcional;;;10;;;;
22 de fevereiro de 2023;Excepcional;;;10;;;;
22 de fevereiro de 2023;Excepcional;;;10;;;;
21 de fevereiro de 2023;Excepcional;;;10;;;;
20 de fevereiro de 2023;Excepcional;;;10;;;;
16 de fevereiro de 2023;Fantástico;;;9;;;;
15 de fevereiro de 2023;Excepcional;;;10;;;;
13 de fevereiro de 2023;Excepcional;;;10;;;;
13 de fevereiro de 2023;Fantástico;;;9;;;;
12 de fevereiro de 2023;Muito bom;;;8;;;;
10 de fevereiro de 2023;Muito bom;;;8;;;;
10 de fevereiro de 2023;Excepcional;;;10;;;;
10 de fevereiro de 2023;Muito bom;;;8;;;;
10 de fevereiro de 2023;Fantástico;;;9;;;;
8 de fevereiro de 2023;Fantástico;;;9;;;;
6 de fevereiro de 2023;Fantástico;;;9;;;;
5 de fevereiro de 2023;Muito bom;;;8;;;;
4 de fevereiro de 2023;Excepcional;;;10;;;;
4 de fevereiro de 2023;Fantástico;;;9;;;;
2 de fevereiro de 2023;Fantástico;;;9;;;;
1º de fevereiro de 2023;Excepcional;;;10;;;;
1º de fevereiro de 2023;Excepcional;;;10;;;;
31 de janeiro de 2023;Excepcional;;;10;;;;
30 de janeiro de 2023;Muito bom;;;8;;;;
29 de janeiro de 2023;Fantástico;;;9;;;;
28 de janeiro de 2023;Muito bom;;;8;;;;
27 de janeiro de 2023;Fantástico;;;9;;;;
27 de janeiro de 2023;Muito bom;;;8;;;;
26 de janeiro de 2023;Fantástico;;;9;;;;
25 de janeiro de 2023;Fantástico;;;9;;;;
25 de janeiro de 2023;Excepcional;;;10;;;;
24 de janeiro de 2023;Fantástico;;;9;;;;
23 de janeiro de 2023;Excepcional;;;10;;;;
23 de janeiro de 2023;Excepcional;;;10;;;;
23 de janeiro de 2023;Excepcional;;;10;;;;
21 de janeiro de 2023;Excepcional;;;10;;;;
18 de janeiro de 2023;Excepcional;;;10;;;;
17 de janeiro de 2023;Muito bom;;;8;;;;
16 de janeiro de 2023;Muito bom;;;8;;;;
16 de janeiro de 2023;Fantástico;;;9;;;;
16 de janeiro de 2023;Excepcional;;;10;;;;
16 de janeiro de 2023;Excepcional;;;10;;;;
15 de janeiro de 2023;Muito bom;;;8;;;;
15 de janeiro de 2023;Fantástico;;;9;;;;
15 de janeiro de 2023;Fantástico;;;9;;;;
15 de janeiro de 2023;Muito bom;;;8;;;;
14 de janeiro de 2023;Excepcional;;;10;;;;
13 de janeiro de 2023;Muito bom;;;8;;;;
12 de janeiro de 2023;Muito bom;;;8;;;;
11 de janeiro de 2023;Excepcional;;;10;;;;
10 de janeiro de 2023;Fantástico;;;9;;;;
10 de janeiro de 2023;Excepcional;;;10;;;;
10 de janeiro de 2023;Excepcional;;;10;;;;
9 de janeiro de 2023;Excepcional;;;10;;;;
9 de janeiro de 2023;Fantástico;;;9;;;;
9 de janeiro de 2023;Muito bom;;;8;;;;
9 de janeiro de 2023;Excepcional;;;10;;;;
9 de janeiro de 2023;Excepcional;;;10;;;;
8 de janeiro de 2023;Fantástico;;;9;;;;
8 de janeiro de 2023;Muito bom;;;8;;;;
8 de janeiro de 2023;Muito bom;;;8;;;;
7 de janeiro de 2023;Fantástico;;;9;;;;
7 de janeiro de 2023;Fantástico;;;9;;;;
6 de janeiro de 2023;Fantástico;;;9;;;;
5 de janeiro de 2023;Excepcional;;;10;;;;
5 de janeiro de 2023;Fantástico;;;9;;;;
5 de janeiro de 2023;Excepcional;;;10;;;;
4 de janeiro de 2023;Fantástico;;;9;;;;
4 de janeiro de 2023;Fantástico;;;9;;;;
4 de janeiro de 2023;Muito bom;;;8;;;;
3 de janeiro de 2023;Excepcional;;;10;;;;
3 de janeiro de 2023;Fantástico;;;9;;;;
3 de janeiro de 2023;Muito bom;;;8;;;;
3 de janeiro de 2023;Excepcional;;;10;;;;
3 de janeiro de 2023;Muito bom;;;8;;;;
2 de janeiro de 2023;Fantástico;;;9;;;;
2 de janeiro de 2023;Fantástico;;;9;;;;
2 de janeiro de 2023;Muito bom;;;8;;;;
31 de dezembro de 2022;Muito bom;;;8;;;;
31 de dezembro de 2022;Fantástico;;;9;;;;
30 de dezembro de 2022;Excepcional;;;10;;;;
27 de dezembro de 2022;Fantástico;;;9;;;;
26 de dezembro de 2022;Excepcional;;;10;;;;
25 de dezembro de 2022;Fantástico;;;9;;;;
24 de dezembro de 2022;Fantástico;;;9;;;;
22 de dezembro de 2022;Excepcional;;;10;;;;
22 de dezembro de 2022;Fantástico;;;9;;;;
22 de dezembro de 2022;Muito bom;;;8;;;;
21 de dezembro de 2022;Fantástico;;;9;;;;
20 de dezembro de 2022;Fantástico;;;9;;;;
20 de dezembro de 2022;Excepcional;;;10;;;;
19 de dezembro de 2022;Fantástico;;;9;;;;
19 de dezembro de 2022;Muito bom;;;8;;;;
18 de dezembro de 2022;Fantástico;;;9;;;;
17 de dezembro de 2022;Excepcional;;;10;;;;
17 de dezembro de 2022;Excepcional;;;10;;;;
16 de dezembro de 2022;Fantástico;;;9;;;;
16 de dezembro de 2022;Excepcional;;;10;;;;
15 de dezembro de 2022;Excepcional;;;10;;;;
14 de dezembro de 2022;Muito bom;;;8;;;;
13 de dezembro de 2022;Excepcional;;;10;;;;
12 de dezembro de 2022;Muito bom;;;8;;;;
11 de dezembro de 2022;Fantástico;;;9;;;;
11 de dezembro de 2022;Fantástico;;;9;;;;
8 de dezembro de 2022;Muito bom;;;8;;;;
8 de dezembro de 2022;Excepcional;;;10;;;;
7 de dezembro de 2022;Excepcional;;;10;;;;
6 de dezembro de 2022;Fantástico;;;9;;;;
5 de dezembro de 2022;Muito bom;;;8;;;;
4 de dezembro de 2022;Fantástico;;;9;;;;
4 de dezembro de 2022;Muito bom;;;8;;;;
4 de dezembro de 2022;Fantástico;;;9;;;;
3 de dezembro de 2022;Excepcional;;;10;;;;
1º de dezembro de 2022;Excepcional;;;10;;;;
30 de novembro de 2022;Muito bom;;;8;;;;
30 de novembro de 2022;Excepcional;;;10;;;;
30 de novembro de 2022;Fantástico;;;9;;;;
29 de novembro de 2022;Fantástico;;;9;;;;
29 de novembro de 2022;Muito bom;;;8;;;;
29 de novembro de 2022;Fantástico;;;9;;;;
28 de novembro de 2022;Excepcional;;;10;;;;
28 de novembro de 2022;Muito bom;;;8;;;;
28 de novembro de 2022;Excepcional;;;10;;;;
26 de novembro de 2022;Fantástico;;;9;;;;
26 de novembro de 2022;Muito bom;;;8;;;;
23 de novembro de 2022;Fantástico;;;9;;;;
21 de novembro de 2022;Fantástico;;;9;;;;
17 de novembro de 2022;Excepcional;;;10;;;;
16 de novembro de 2022;Excepcional;;;10;;;;
16 de novembro de 2022;Fantástico;;;9;;;;
14 de novembro de 2022;Excepcional;;;10;;;;
14 de novembro de 2022;Fantástico;;;9;;;;
14 de novembro de 2022;Excepcional;;;10;;;;
11 de novembro de 2022;Muito bom;;;8;;;;
11 de novembro de 2022;Fantástico;;;9;;;;
10 de novembro de 2022;Excepcional;;;10;;;;
9 de novembro de 2022;Fantástico;;;9;;;;
9 de novembro de 2022;Excepcional;;;10;;;;
8 de novembro de 2022;Fantástico;;;9;;;;
8 de novembro de 2022;Muito bom;;;8;;;;
7 de novembro de 2022;Excepcional;;;10;;;;
7 de novembro de 2022;Muito bom;;;8;;;;
6 de novembro de 2022;Fantástico;;;9;;;;
6 de novembro de 2022;Excepcional;;;10;;;;
5 de novembro de 2022;Muito bom;;;8;;;;
5 de novembro de 2022;Fantástico;;;9;;;;
4 de novembro de 2022;Excepcional;;;10;;;;
4 de novembro de 2022;Fantástico;;;9;;;;
3 de novembro de 2022;Fantástico;;;9;;;;
29 de outubro de 2022;Excepcional;;;10;;;;
29 de outubro de 2022;Excepcional;;;10;;;;
28 de outubro de 2022;Muito bom;;;8;;;;
28 de outubro de 2022;Fantástico;;;9;;;;
27 de outubro de 2022;Excepcional;;;10;;;;
26 de outubro de 2022;Fantástico;;;9;;;;
26 de outubro de 2022;Excepcional;;;10;;;;
25 de outubro de 2022;Muito bom;;;8;;;;
25 de outubro de 2022;Excepcional;;;10;;;;
25 de outubro de 2022;Fantástico;;;9;;;;
25 de outubro de 2022;Muito bom;;;8;;;;
24 de outubro de 2022;Muito bom;;;8;;;;
24 de outubro de 2022;Excepcional;;;10;;;;
24 de outubro de 2022;Excepcional;;;10;;;;
24 de outubro de 2022;Muito bom;;;8;;;;
23 de outubro de 2022;Muito bom;;;8;;;;
23 de outubro de 2022;Muito bom;;;8;;;;
22 de outubro de 2022;Fantástico;;;9;;;;
22 de outubro de 2022;Fantástico;;;9;;;;
22 de outubro de 2022;Excepcional;;;10;;;;
22 de outubro de 2022;Excepcional;;;10;;;;
22 de outubro de 2022;Fantástico;;;9;;;;
21 de outubro de 2022;Fantástico;;;9;;;;
21 de outubro de 2022;Fantástico;;;9;;;;
19 de outubro de 2022;Muito bom;;;8;;;;
18 de outubro de 2022;Muito bom;;;8;;;;
18 de outubro de 2022;Excepcional;;;10;;;;
17 de outubro de 2022;Fantástico;;;9;;;;
17 de outubro de 2022;Fantástico;;;9;;;;
17 de outubro de 2022;Excepcional;;;10;;;;
17 de outubro de 2022;Muito bom;;;8;;;;
16 de outubro de 2022;Excepcional;;;10;;;;
15 de outubro de 2022;Excepcional;;;10;;;;
14 de outubro de 2022;Excepcional;;;10;;;;
14 de outubro de 2022;Fantástico;;;9;;;;
14 de outubro de 2022;Fantástico;;;9;;;;
13 de outubro de 2022;Excepcional;;;10;;;;
12 de outubro de 2022;Muito bom;;;8;;;;
12 de outubro de 2022;Fantástico;;;9;;;;
10 de outubro de 2022;Excepcional;;;10;;;;
9 de outubro de 2022;Fantástico;;;9;;;;
9 de outubro de 2022;Fantástico;;;9;;;;
9 de outubro de 2022;Excepcional;;;10;;;;
8 de outubro de 2022;Excepcional;;;10;;;;
7 de outubro de 2022;Muito bom;;;8;;;;
7 de outubro de 2022;Excepcional;;;10;;;;
5 de outubro de 2022;Excepcional;;;10;;;;
5 de outubro de 2022;Fantástico;;;9;;;;
3 de outubro de 2022;Muito bom;;;8;;;;
2 de outubro de 2022;Muito bom;;;8;;;;
29 de setembro de 2022;Fantástico;;;9;;;;
28 de setembro de 2022;Excepcional;;;10;;;;
27 de setembro de 2022;Excepcional;;;10;;;;
27 de setembro de 2022;Muito bom;;;8;;;;
25 de setembro de 2022;Fantástico;;;9;;;;
23 de setembro de 2022;Fantástico;;;9;;;;
23 de setembro de 2022;Fantástico;;;9;;;;
21 de setembro de 2022;Excepcional;;;10;;;;
