data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
Große Auswahl beim Frühstück.;;;;;;;;
"Allgemein Sauber und der Pool ist klein aber erfrischend.""";Vom Meerblick im Zimmer hatte ich mir etwas mehr Meer erwartet aber da muss man die Suiten buchen um direkt zum Strand schauen zu können.;;;;;;;
Vielbefahrene Straße direkt vor der Tür.;;;;;;;;
"Saft beim Frühstück besteht fast nur aus Wasser.""";8;;;;;;;
21 de fevereiro de 2025;Bom;Bra;Mindre plast i omgivningen.;7;;;;
20 de fevereiro de 2025;Bien;Le confort l’emplacement;Un peu loin de tout sauf de la plage !…;8;;;;
19 de fevereiro de 2025;Die Lage war gut, so dass es praktisch war, daort zu wohnen.;;Die Zimmereinrichtung war sehr basal, keine Gläser, keine Kaffeekochmöglichkeiten.;7;;;;
14 de fevereiro de 2025;Prima;Locatie en ontbijt en het personeel;Het gebouw is wat gedateerd;8;;;;
12 de fevereiro de 2025;Fantástico;El desayuno;Nada;9;;;;
11 de fevereiro de 2025;Bom;Hermosa vista al mar.;;;;;;
Buena ubicación; cerca del centro y frente a la playa.;;;;;;;
Sólo estuve de paso 1 día.;;;;;;;;
"El personal muy bien""";Las instalaciones son algo viejas.;7;;;;;;
8 de fevereiro de 2025;Gute Wahl;Sehr sauber, sehr gemütliches Bett. Das Komfort-Zimmer mit seitlichem Meerblick lohnt sich, der Blick ist wunderschön. ;;;;;;
Das Frühstück bietet - fast- alles; was man sich wünschen kann; zumal auch auf Wunsch Sachen frisch zubereitet werden. ;;;;;;
"Ich habe mich dort aber sehr wohl gefühlt und würde das Hotel wieder wählen.""";Sehr vermisst habe ich beim Frühstück frische Säfte, zumindest frischen Orangensaft sollte es geben!;;;;;;;
Sehr gestört hat mich auch; dass man sich permanent neu im Wi-Fi Netz anmelden muss; man wird nicht automatisch neu verbunden. Nicht einmal von nachts auf morgens oder wenn man frühstücken geht. Fast jedesmal;" wenn man das Handy einschaltet ist eine neue Anmeldung erforderlich. Das ist sehr lästig.""";8;;;;
31 de janeiro de 2025;Bom;Cerca de todo;Falta mantenimiento y remodelacion de las instalaciones quedo en el tiempo muy noventoso;7;;;;
29 de janeiro de 2025;Fue solo una noche y cubrió nuestras espectativas, pudimos dejar las valijas luego de hacer el check out sin problemas;Me gustó la ubicación frente a la playa y ve a del aeropuerto;;8;;;;
25 de janeiro de 2025;Appréciation de Philippe Estoppey;Positif:;;;;;;
Accueil : aimable; compétent; ;;;;;;
Personnel d'étage : disponible; sympathique ;;;;;;;
Petit-déjeuner : beaucoup de choix;;;;;;;;
Restauration en chambre : Parfait; très bonne cuisine;;;;;;;
Chambre : confortable;" j'apprécierais une lampe de chevet à chaque lit""";Négatif : ;;;;;;
WIFI.;;;;;;;;
22 de janeiro de 2025;Fantástico;La ubicación sin duda era lo mejor, en primera línea del mar, decidimos dejar el coche aparcado dentro del hotel con servicio de chofer 32 reales por día (5 Euros), se puede aparcar gratis fuera, pero los fines de semana te arriesga a ir lejos. La piscina era pequeña, pero atendió nuestras necesidades ya que viajamos con los niños. La habitación era realmente cómoda con mucho espacio y excelentes vistas, wifi funcionaba bien, el desayuno era muy bueno y variado, se hablaba español.;El restaurante no abre para la comida, hay una aplicación que puedes pedir tanto para la habitación como en la piscina, pero no funcionaba y al final nos vinieron a atender en la piscina.;9;;;;
14 de janeiro de 2025;Fantástico;Lage und das Frühstück war sehr gut, das Hotel in sehr sauberem Zustand 👍;Das Personal ist leider nicht aufmerksam und minimal freundlich ;;;;;
"Uns hat man bei Ankunft und Abreise nicht mit den 5 Koffern geholfen obwohl Personal vorhanden war 👎""";9;;;;;;;
8 de janeiro de 2025;Bien, normal;;La zona del desayuno y la esdcases de persona para atender a los clientes;7;;;;
1º de janeiro de 2025;Fantástico;Die Lage: Direkt am Strand von Boa Viagem.;;9;;;;
31 de dezembro de 2024;Kaamosta pakoon Brasiliaan;Sijainti mahtava, aamupala täydellinen, uima-allas iso plussa, ystävällinen mukava henkilökunta. Näkymä suoraan merelle henkeäsalpaava.;Suihkun ovi ei pysynyt kunnolla kiinni, vesi ei poistunut käsienpesualtaasta kunnolla, liikenteen melu kuuluu sisälle. Pieniä asioita, mutta eurooppalainen huomaa nämä helpommin.;8;;;;
3 de dezembro de 2024;Bom;Die Lage zum Meer;Außerhalb von Marktplatz;7;;;;
1º de dezembro de 2024;Fantástico;Estaba cerca del aeropuerto y frente a la playa de Recife. Práctico y pintoresco a la vez. También tenía cerca el Shopping Recife.;;;;;;
"El desayuno muy bueno también.""";;9;;;;;;
17 de novembro de 2024;La situation de l'hôtel est merveilleuse.;..Le personnel est compétent et sympathique.;;;;;;
"Le petit déjeuner est très bon 😂""";La Connexion WIFI ne fonctionne pas dans les chambres, mais seulement à la réception .;;;;;;;
;;;;;;;;
"On ne peut pas effectuer de change de monnaie. Par exemple changer un billet de 50 comme 2 billets de 20 et un de 10..""";8;;;;;;;
16 de novembro de 2024;Muito bom;La ubicacion primera línea de playa;;;;;;
;;;;;;;;
"Muy buen désayuno""";;8;;;;;;
14 de novembro de 2024;Lugar cómodo y limpio.;El lugar está bien, prolijo y limpio. ;;;;;;
La habitación con buen tamaño; cómoda; el baño bien también y las camas cómodas. El desayuno muy bien; con variedad y rico.;;;;;
;;;;;;;;
Estuvimos pocas horas; por lo que no usamos todas las instalaciones; como por ej la piscina; pero se veía bien; con linda vista;" varias reposeras y una ducha para antes/luego de entrar.""";Wifi mas o menos.;8;
25 de setembro de 2024;Fantástico;Local;;9;;;;
10 de setembro de 2024;Muy buen hotel;Ubicación muy buena.;;;;;;
Personal muy amable.;;;;;;;;
"Desayuno muy completo. Servicio a la habitación muy competente.""";Nada en particular;8;;;;;;
8 de setembro de 2024;Muito bom;Hotel tenuto abbastanza bene. Colazione buona. Staff molto disponibile. Abbiamo pranzato presso la struttura e siamo rimasti molto soddisfatti.;;8;;;;
2 de setembro de 2024;Molto buono;Posizione;;;;;;
"Personale""";La struttura è un po’ datata ;;;;;;;
"si può migliorare la pulizia e la qualità della colazione""";9;;;;;;;
1º de setembro de 2024;Bom;Gutes abwechslungsreiches Fruehstueck.;;;;;;
"Die Qualitaet der lokalen Broetchen war jedoch gewoehungsbeduerftig.""";"Das ""Kindergartenbesteck' im Fruestuecksraum.";;;;;;;
"Mit dem Messer konnte man nicht mal die Gummibroetchen aufschneiden.""";7;;;;;;;
30 de agosto de 2024;Tranquila;El desayuno, la ubicación;El wifi, el baño;8;;;;
27 de agosto de 2024;Muito bom;Das Frühstück war richtig gut und abwechslungsreich;Bisschen in die Jahre gekommen;8;;;;
21 de agosto de 2024;Globalement c’était plutôt bien.;Le personnel sont très agréable et serviables. Toujours à l’écoute.;Les douches sont trop petites.;8;;;;
6 de agosto de 2024;Vi var mycket nöjda med det mesta .;Bra frukost;Lyhörd rum, hörde allt som hände i korridoren .;8;;;;
26 de abril de 2024;buono;la posizione;Migliorerei la zona colazione, un po stretta e senza alcuna visuale interessante;8;;;;
22 de janeiro de 2024;Bueno;Ubicación y tranquilidad;Aire mal ubicado que no regulaba temperatura, no dejaban nunca las toallas de mano y las tarjetas llave se desmagnetzaban diariamente;8;;;;
12 de janeiro de 2024;Bom;La ubicación. ;;;;;;
La habitación estaba bien ;;;;;;;;
Del personal destacó al botones de la mañana que es súper atento y tuvo un muy buen gesto con nosotros.;;;;;;;;
"El desayuno nada importante pero no está mal.""";La piscina no pude disfrutarla xq estaba congelada.;;;;;;;
"Los recepcionistas son poco cordiales.""";7;;;;;;;
3 de janeiro de 2024;Muito cômodo e agradável;O café de manhã muito bom;A piscina, o elevador demora muito.;9;;;;
21 de dezembro de 2023;Bom;La ubicación;Malas vistas;7;;;;
21 de dezembro de 2023;Bom;La ubicación;El internet era muyalo, nunca nos funcionó;7;;;;
4 de dezembro de 2023;nous avions prolongé notre séjour d'1 jour, nous avons bénéficié d'une suite avec vue sur la mer;Petit-déjeuner très varié;;;;;;
Mangé une fois; mais pas satisfait du repas : pas chaud;;;;;;;
"Une autre fois : bon""";après avoir mis l'assiette au micro-onde, les pâtes étaient passables, mais la viande nétait pas chaude;8;;;;;;
20 de novembro de 2023;Magnifique vue depuis la suite, les équipements peuvent être améliorés;La localisation, la vue époustouflante depuis la suite;La salle de sport petite et mal équipée. Pas de verre dans la chambre;9;;;;
17 de novembro de 2023;Le confort de l’hôtel nous a permis une remise en forme rapide après un long voyage !;Petit déjeuner varié, chambre très confortable, personnel très gentil ;;;;;;
"On a beaucoup apprécié de pouvoir prendre les repas le soir sur place ( très bons d’ailleurs)""";;9;;;;;;
26 de outubro de 2023;Pratique et propre.;La propreté, la localisation et le personnel;Le salon où nous avons pris le petit-déjeuner était vraiment bruitent. Il était bien désagréable mangé dans lui.;8;;;;
20 de setembro de 2023;Divina nuestra estancia, nos recibieron con mucha amabilidad;Nos gustó la ubicación y la comodidad de la cama;Que saltaba la llave de luz varias veces;8;;;;
6 de setembro de 2023;Bom;Vistas magníficas sobre todo desde las suites frontales,amplitud suite.Amabilidad del personal del hotel.Limpieza.;Ventanas viejas suenan con el viento y entra agua con tormenta.Servicio cocina deficiente.Zona con pocos lugares próximos para comer,sobre todo para cenar.;7;;;;
6 de agosto de 2023;Heel Goed hotel met fantastisch uitzicht en fijn personeel;De ligging en dus uitzicht van het hotel is fantastisch!!! Strand is de straat oversteken. Stoelen en parasollen genoeg. Personeel vliegt voor je. Taxi's voor de deur. Kamer netjes en schoon, minibar goed en goedkoop. Aan te raden voor een paar euro meer (booking.com) een familiesuite te nemen voor het uitzicht. Ontbijt goed, roomservice;;;;;;
7 de julho de 2023;Muito bom;Très bien;Personnel et petit déjeuner très bien;8;;;;
26 de junho de 2023;Fantástico;Sehr nettes, aufmerksames Personal.;;;;;;
"Frühstück ohne jeden Mangel.""";Eine gesamtrenovierung wäre angebracht ;;;;;;;
Teppiche verbraucht.;;;;;;;;
"Putz und farbfladen im pool""";9;;;;;;;
17 de junho de 2023;Estancia acogedora y segura;El desayuno, muy bueno y variable. Muy buena la ubicación del hotel, frente a la playa y en una zona que parece tranquila y segura.;"Pienso que necesitan mejorar la sala de ejercicios con un aparato de ""estacion"" donde se pueda ejercitar el pectoral y espalda.";9;;;;
17 de junho de 2023;Es war ok;Das Frühstück war gut, hatte alles was ich morgens brauche.;Internet im Zimmer war nicht zu gebrauchen. Es funktionierte nur im Korridor und in der Lounge;7;;;;
10 de maio de 2023;Muito bom;Die Lage: Direkt am Strand von Boa Viagem (Zimmer mit Meerblick);Der Frühstücksraum war zu klein für den morgendlichen Andrang an Gästen.;8;;;;
2 de abril de 2023;Fantástico;Cómodo, muy prolijo...El desayuno, genial!;No hay veladores, y la caja fuerte no funcionaba.;9;;;;
28 de março de 2023;wir waren höchst zufrieden!;Sehr freundliche Damen an der Rezeption. Sehr gutes und reichhaltiges Frühstück mit Früchten aus der Region.;nichts!!!;8;;;;
28 de março de 2023;Mejor desayuno;Las instalaciones están bien;El desayuno, sobretodo el jugo;7;;;;
3 de março de 2023;Das Hotel erfüllte nicht unsere Erwartungen an ein 4*Hotel.;Das Personal war sehr hilfsbereit, insbesondere der englischsprechende Herr von der Rezeption (leider Namen verlegt). Aufgrund einer Ohrenerkrankung durften wir das Zimmer am Auschecktag bis um 18.00 Uhr benutzen. Kleine Mängel wurden sofort erledigt (Duschabfluss, defekte Glühbirne... ).;Das Zimmer war zwar groß, aber ungemütlich. Es fehlten z. B. Nachttischlampen für indirekte Beleuchtung, Bilder oder andere Dekoration. Der Blick ging auf ein gegenüberliegendes Haus, nur ca. 3m entfernt.;;;;;
Das Frühstücksbuffet war sehr eintönig; jeden Tag das gleiche Obst (Ananas und 2 Sorten Melone). Der Frühstücksraum ebenfalls nicht sehr einladend.;;;;;;;
 Es gab zwar einen kleinen Pool; aber die Liegen hatten keine Auflagen und luden nicht zum Benutzen ein. ;;;;;;;
Die Bar befand sich in der Lobby; deshalb auch nicht gerade einladend. Die Auswahl an Cocktails war sehr eingeschränkt;" aber der Barcieper machte auch bereits um 20.00 Uhr Feierabend.""";8;;;;;
23 de fevereiro de 2023;La gente del hotel hará que la pases bien;La amabilidad de las recepcionistas;Se cortó la luz. El inodoro no cortaba solo.;7;;;;
