data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;;;
11 de abril de 2022;Muito boa.;Localização muito boa. Perto de tudo.;Gostei de tudo.;10;;;;;;;;
11 de abril de 2022;Excepcional;Localização maravilhosa. Praticamente Beira mar. Ao lado da feirinha. Várias opções de comidas e bebidas.;;10;;;;;;;;
8 de abril de 2022;Excepcional;Ótimo café da manhã , pertinho da praia e grudado na feirinha.;;10;;;;;;;;
6 de abril de 2022;Dias felizes;O atendimento foi excelente, ganhei até um bolinho de aniversário, fique surpresa e feliz, a localização é ótima, vista para o mar, foi tudo muito bom;Nada a reclamar;10;;;;;;;;
6 de abril de 2022;Decepcionante;A localização é boa.;Do quarto cheirando mofo, do cheiro de comida no andar em que eu estava, do cheiro ruim do restaurante, estacionamento pago, no ato da reserva não deixou claro que esta cobrança, somente após ler as letras miúdas no final do comprovante de reserva, muito lotado o restaurante pela manhã vista da janela do quarto. quando fiz a reserva dizia que avista era para a praia. capa plástica no travesseiro, tive que tirar para dormir.;4;;;;;;;;
6 de abril de 2022;Excepcional;Localização, limpeza, café da manhã;Nada;10;;;;;;;;
5 de abril de 2022;Excepcional;Amei tudo! Local próximo de tudo, principalmente da praia! Café da manhã IMPECÁVEL! Recomendo demais!;;10;;;;;;;;
4 de abril de 2022;Estadia sem surpresas e super agradável.;Hotel muito bom e bem localizado... próximo aos principais destino e do aeroporto... perto de restaurantes e da Praia de Boa Viagem. Recomendo muito a estadia nesse hotel.;Não tenho nada para reclamar !;10;;;;;;;;
3 de abril de 2022;Aceitável;;o ar condicionado em nosso quarto não estava gelando. Não tinha cobertor no quarto.;;;;;;;;;
"O café da manhã poderia ser mais organizado.""";5;;;;;;;;;;;
1º de abril de 2022;Excelente hospedagem! Localização top!;Localização excelente, bem em frente a feira de artesanatos e do restaurante Ilha Sertanejo que é uma delicia e preço acessível. Comodidades do hotel superaram expectativas e o café da manhã estava excelente com várias opções!;A piscina na cobertura é pequena;10;;;;;;;;
28 de março de 2022;Excelente custo benefício;Tamanho dos quartos, conforto da cama, instalações do hotel.;Sinal fraco de wi-fi;10;;;;;;;;
18 de setembro de 2023;Localização e atendimento ótimos;Reservei o quarto com vista não acreditando que seria tão incrível! Vista para o mar excelente. Chegamos antes do horário do checkin e mesmo assim a recepcionista foi muito solícita e já liberou nossa entrada. Localização ótima também, ao lado da feira de artesanato.;Chuveiro elétrico. Mas funcionou bem;9;;;;;;;;
23 de junho de 2023;Voltarei com certeza!;Do quarto gigante e bem limpinho.;Única coisa ruim foi que área da piscina está em reforma.;9;;;;;;;;
23 de fevereiro de 2023;Não limparam meu quarto;localização e café da manhã;limpeza;8;;;;;;;;
12 de fevereiro de 2023;Próximo da feirinha;Boa localização;Café poderia ter mais opções;8;;;;;;;;
9 de janeiro de 2023;aceitável;ambiente limpo ( quarto );CHEIRO DE MOFO E CIGARRO NO SEGUNDO ANDAR HORRÍVEL;7;;;;;;;;
4 de janeiro de 2023;foi satisfatório;sim;foi boa;7;;;;;;;;
20 de outubro de 2022;muito bom;da vista;piscina muito pequena;8;;;;;;;;
16 de junho de 2022;Foi boa.;Localização, café da manhã. O clima junino e a decoração.;O quarto estava empoeirado.;8;;;;;;;;
4 de junho de 2022;Fantástico;Quarto grande e bem limpo;;9;;;;;;;;
26 de abril de 2022;Muito bom;limpo e café de manha extraordinario;lugar meio peligroso;8;;;;;;;;
15 de outubro de 2023;Não contrataria novamente;Espaço;Tudo muito velho;5;;;;;;;;
15 de junho de 2023;Satisfatório;conforto;;6;;;;;;;;
1º de maio de 2023;um dia maravilhoso.;a vista pro mar;não tem o que não gostei;10;;;;;;;;
2 de abril de 2023;Satisfatório;;travesseiros muito altos. chuveiro com pouca regulagem da temperatura.;6;;;;;;;;
23 de fevereiro de 2023;Excepcional;O hotel fica em uma localização maravilhosa, na frente de uma feirinha de artesanato, perto de farmácia, restaurante, supermercado. Nós pegamos um quarto quádruplo e ele era bem grande. o café da manhã bem bom. Com certeza eu voltaria a me hospedar novamente.;;10;;;;;;;;
4 de fevereiro de 2023;equipe maravilhosa, tudo ótimo, super recomendo👏🏻;custo benefício 10👏🏻;;10;;;;;;;;
18 de agosto de 2022;Não voltaria;Eu já tinha ficado ano passado gostei da localização;Tivemos um problema no nosso voo é chegamos no hotel as 8 da manhã e demos saída as 10 , na minha reserva tinha pedido um berço no quarto (não tinha) e nos colocaram em um quarto com acessibilidade apesar de ter pago pra 4 pessoas o quarto tinha somente duas toalhas de banho ( eu só tomei um banho o café e já sai) pedi um desconto não me deram porque falaram que separaram o quarto pra mim coisa que n era verdade pois só tinham duas toalhas e não tinha o berço que pedi se tivesse chegado de madrugada como era previsto não teria como eu dormir ou teria que aguardar colocarem o berço , por o quarto ser adaptado não tinha Box no banheiro e o vaso sanitário por ter o buraco n foi confortável;5;;;;;;;;
9 de julho de 2022;Aceitável;Quarto grande e espaçoso . Chuveiro forte e quente. Funcionários extremamente atenciosos.;Banheiro mais antigo. Não fizeram a limpeza do nosso quarto. Chegamos do tour as 16h e não estava limpo. Faltou luz no prédio do início da noite e só voltou bem tarde depois, após já termos ido dormir. Pode ter sido imprevisto , mas influenciou na nossa viagem.;5;;;;;;;;
3 de maio de 2022;Ótima experiência em Boa Viagem;Café da manhã, cama, atendimento, ar-condicionado, tamanho do quarto, chuveiro ... tudo incrível ;;;;;;;;;;
Localização excepcional ;;;;;;;;;;;;
"Todas as nossas expectativas foram atendidas""";Nada, tudo impecável;10;;;;;;;;;;
23 de março de 2025;Fantástico;The roof top is amazing;;9;;;;;;;;
11 de março de 2025;Good but not great.;Very nice and polite professionals;The hotel is going through some changes to the entrance of the building and construction isn't very well taken care off. You will get dirty coming and going from the hotel and will have to change your routes. The hotel should notify this kind of thing beforehand.;7;;;;;;;;
9 de março de 2025;Good value for the money;Good value for the money;A little bit vintage/old but works of remodeling are being held;7;;;;;;;;
25 de fevereiro de 2025;Muito bom;Great location, near the street market. Exceptional service in the rooftop bar and pool. The building is a bit old but good quality/money;N/A;8;;;;;;;;
2 de fevereiro de 2025;Great restaurant service, but the room does not meet my expectations;Staff of the rooftop restaurant was amazing. Expectional food and impeccable service.;;;;;;;;;;
"The room was spaceful.""";Room was too old. The bathroom was dirty and the shower drain did not work (probably the drainage system was clogged).;;;;;;;;;;;
Also; I had to pay for parking the car and this was really unexpected since I have never paid to park as hotel customer. Really disappointed by considering the money spent for staying.;;;;;;;;;;;
To conclude;" the surroundings is not really safe and there is almost nothing to see and do just out of the hotel in the night.""";7;;;;;;;;;;
7 de janeiro de 2025;Bom;The rooftop had a beautiful view, pool, and also a new restaurant. The food was great.;"The bathroom tiles were moldy and dirty, and the faucet was heavily corroded with rust and buildup. Additionally, the blow dryer was weak, the bathroom door was dirty with makeup stains near the handle, and the room lacked several amenities, including a smart TV (making Netflix unavailable) and an iron.""";7;;;;;;;;
15 de novembro de 2024;I would stay here again because of the breakfast, restaurant, swimming pool, location.;Located next to a city square with a small part, night souvenior fare, church, very good restaurant with food sold by weight, weekend outdoor entertainment, shops and stands with souveniors. One block from the beach and coconut stand. Breakfast included in the restaurant in the 1st floor, pool and nice restaurant on the 17th floor, the most recent and modern part of the hotel.;The rooms were so, so, simple, 1970s, 80s, but reflected in the price.;7;;;;;;;;
11 de novembro de 2024;Good stay to rest after a long flight;Staff, breakfast and location;;7;;;;;;;;
11 de outubro de 2024;Fantástico;The hotel is in an ideal location, close to drugstores, restaurants, and just steps from the sea, making everything easily accessible. While the building itself is quite simple, I was impressed by how impeccably clean everything was. However, the highlight of my stay was the staff—they were exceptionally polite, welcoming, and made me feel right at home. I highly recommend this hotel for its convenience, cleanliness, and outstanding service!;;9;;;;;;;;
11 de setembro de 2024;Muito bom;Location is perfect, and the rooftop is a great place to relax, the bartenders are efficient and friendly..;;;;;;;;;;
Also the people working for car parking are very professional ;" friendly and helpful.""";The closing hours of the rooftop, 8pm is way to early for this kind of place;8;;;;;;;;;
1º de setembro de 2024;Great place to stay. Shower needs improvement.;Great view and nearby a lot of places like the Feirinha, supermarkets and pharmacies. Great breakfast too.;The shower just had two temperatures: super cold or super hot.;9;;;;;;;;
1º de agosto de 2024;Muito bom;a vista e bairro do hotel;;8;;;;;;;;
6 de julho de 2024;Bom;Location is good.;Old room, terribly noisy, windows didn’t really close, breakfast was very basic.;7;;;;;;;;
20 de abril de 2024;Bom;Location and breakfast.;;;;;;;;;;
The location is near the beach and beside a local market that is really nice with lots of street food and craftwork.;;;;;;;;;;;;
Regarding the breakfast; there is a good variety of local cuisine every morning.;;;;;;;;;;;
"Nice view from rooftop""";The water to flash the toilet was little and not working properly. It's really inconvenient.;;;;;;;;;;;
Full of toilet flies. Really a lot; what I found uncomfortable.;;;;;;;;;;;
On the first day; I realised that I had no shampoo. I asked in the reception to ask someone to fill the bottle; and it was not done. I only got shampoo on my second day in the afternoon.;;;;;;;;;;
The music at the pool doesn't allow you to releax. I would like to read a book at the pool; but it was just impossible. I asked the waiter if he could low down or turn it off;" and he said no.""";7;;;;;;;;;
10 de abril de 2024;Very good cost x benefit;Clean, excellent breakfast, perfect location, friendly staff;Too much noise caused by rooftop renovation;9;;;;;;;;
25 de março de 2024;Good value for money for short stays.;The location was great and the staff super helpful.;Some of the rooms were noisy and the internet was not really great.;7;;;;;;;;
10 de março de 2024;Muito bom;Excellent value for money . Good sized breakfast;;8;;;;;;;;
11 de fevereiro de 2024;Fantástico;Good mid-range hotel in the middle of Boa Viagem. One block from the beach and the rooftop bar and pool have recently been renovated. The fresh fruits at breakfast are enjoyable.;There is little to dislike given the price. Obviously, as a mid range hotel, it is not top end luxury.;9;;;;;;;;
4 de dezembro de 2023;Fantástico;Café da manhã.;Do valor que é cobrado.;9;;;;;;;;
17 de outubro de 2023;Muito bom;Location...;They were renovation which made the stay rather noisy;8;;;;;;;;
9 de setembro de 2023;Comfy rooms to wait for your flight near the airport;It is close to a lot of restaurant and a good area called boa viagem. Also is near to the airport.;It’s felt insecure near the building.;8;;;;;;;;
27 de agosto de 2023;Muito bom;The hotel is located next to the Pracinha in heart of Boa Viagem.;;;;;;;;;;
Room according to description at booking.com.;;;;;;;;;;;;
Our room had a nice sideview of the beach.;;;;;;;;;;;;
Comfortable bed with only one sheet to cover.;;;;;;;;;;;;
Good lighting.;;;;;;;;;;;;
Everything very clean.;;;;;;;;;;;;
Very friendly and helpful staff.;;;;;;;;;;;;
Very good breakfast.;;;;;;;;;;;;
Good air-con.;;;;;;;;;;;;
"Strong WiFi throughout the hotel.""";Our room was rather noisy to the proximity of the beach and the Pracinha.;8;;;;;;;;;;
7 de agosto de 2023;Average hotel in one the the best beaches in Recife.;Staff was very polite and helpful. Location is excellent.;Old bathrooms in need of updating. Mildew present in the shower. Pillows smelled bad and needed to be replaced.;7;;;;;;;;
28 de julho de 2023;Good service;Most was okay;Okay;8;;;;;;;;
28 de julho de 2023;Good services;Location, Price;Breakfast could be better and swimming pool was under construction. They could notice prior reservation.;8;;;;;;;;
21 de julho de 2023;Good hotel for a short tourism stay in Recife;;;;;;;;;;;
14 de julho de 2023;okay;Location;;;;;;;;;;
Breakfast;;;;;;;;;;;;
"Personnel in kitchen & service""";Personnel at reception desk not friendly, very stubborn, arrogant, no understanding of situation,;7;;;;;;;;;;
31 de maio de 2023;Muito bom;was nice;They need to improve the linens.;8;;;;;;;;
28 de abril de 2023;It has it all;It has it all.;;9;;;;;;;;
17 de abril de 2023;Good price/benefit for central BV location;Cost benefit and good BV location work well. Breakfast good but crowded, go early;Facilities as a whole are worn out and a little tired;7;;;;;;;;
26 de março de 2023;Very well located and organized;Very well located close to the beach. Breakfast is good, not amazing;Some parts of the hotel could be renovated;8;;;;;;;;
19 de março de 2023;Linda vista do mar;Localizacao;;8;;;;;;;;
11 de março de 2023;best breakfast;best Brazilian breakfast ever !!!;;9;;;;;;;;
25 de fevereiro de 2023;good;location and service;cheeps and small snacks not good;7;;;;;;;;
13 de dezembro de 2022;Fantástico;Very good location, quiet, next to Pracinha de Boa Viagem.;;;;;;;;;;
Good equipped room including two chairs.. Comfortable bed.;;;;;;;;;;;;
Very clean.;;;;;;;;;;;;
Very friendly and helpful staff.;;;;;;;;;;;;
Very good breakfast.;;;;;;;;;;;;
Good soundproof.;;;;;;;;;;;;
Strong WiFi.;;;;;;;;;;;;
"I would definitely stay at this hotel again.""";Shower only instant heater.;9;;;;;;;;;;
