data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;;;;;;;;;;;;;;;;;;
3 de abril de 2024;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
25 de março de 2024;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
22 de março de 2024;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
18 de março de 2024;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
16 de março de 2024;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
11 de março de 2024;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
8 de março de 2024;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
7 de março de 2024;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
4 de março de 2024;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
1º de março de 2024;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
29 de fevereiro de 2024;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
22 de fevereiro de 2024;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
18 de fevereiro de 2024;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
1º de fevereiro de 2024;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
29 de janeiro de 2024;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
26 de janeiro de 2024;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
22 de janeiro de 2024;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
22 de janeiro de 2024;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
22 de janeiro de 2024;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
21 de janeiro de 2024;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
18 de janeiro de 2024;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
17 de janeiro de 2024;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
14 de janeiro de 2024;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
12 de janeiro de 2024;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
12 de janeiro de 2024;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
8 de janeiro de 2024;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
6 de janeiro de 2024;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
3 de janeiro de 2024;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
3 de janeiro de 2024;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
2 de janeiro de 2024;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
29 de dezembro de 2023;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
26 de dezembro de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
11 de dezembro de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
7 de dezembro de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
6 de dezembro de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
5 de dezembro de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
5 de dezembro de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
2 de dezembro de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
29 de novembro de 2023;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
24 de novembro de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
13 de novembro de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
27 de outubro de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
26 de outubro de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
25 de outubro de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
25 de outubro de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
20 de outubro de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
17 de outubro de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
16 de outubro de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
13 de outubro de 2023;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
13 de outubro de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
11 de outubro de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
8 de outubro de 2023;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
8 de outubro de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
4 de outubro de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
29 de setembro de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
23 de setembro de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
20 de setembro de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
18 de setembro de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
14 de setembro de 2023;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
6 de setembro de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
23 de agosto de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
22 de agosto de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
20 de agosto de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
16 de agosto de 2023;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
4 de agosto de 2023;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
1º de agosto de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
29 de julho de 2023;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
28 de julho de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
27 de julho de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
25 de julho de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
20 de julho de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
10 de julho de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
10 de julho de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
7 de julho de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
7 de julho de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
5 de julho de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
3 de julho de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
1º de julho de 2023;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
28 de junho de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
26 de junho de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
26 de junho de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
23 de junho de 2023;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
23 de junho de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
22 de junho de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
21 de junho de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
21 de junho de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
20 de junho de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
19 de junho de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
19 de junho de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
5 de junho de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
1º de junho de 2023;Ótimo custo-benefício;;;8;;;;;;;;;;;;;;;;;;;;;;;
1º de junho de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
30 de maio de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
23 de maio de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
22 de maio de 2023;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
16 de maio de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
13 de maio de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
11 de maio de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
6 de maio de 2023;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
30 de abril de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
26 de abril de 2023;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
22 de abril de 2023;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
19 de abril de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
19 de abril de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
18 de abril de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
29 de março de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
22 de março de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
20 de março de 2023;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
15 de março de 2023;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
7 de março de 2023;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
6 de março de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
6 de março de 2023;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
23 de fevereiro de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
23 de fevereiro de 2023;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
7 de fevereiro de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
5 de fevereiro de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
4 de fevereiro de 2023;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
30 de janeiro de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
29 de janeiro de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
26 de janeiro de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
25 de janeiro de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
24 de janeiro de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
19 de janeiro de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
18 de janeiro de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
11 de janeiro de 2023;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
11 de janeiro de 2023;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
10 de janeiro de 2023;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
5 de janeiro de 2023;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
4 de janeiro de 2023;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
3 de janeiro de 2023;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
31 de dezembro de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
31 de dezembro de 2022;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
26 de dezembro de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
24 de dezembro de 2022;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
15 de dezembro de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
14 de dezembro de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
14 de dezembro de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
11 de dezembro de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
11 de dezembro de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
10 de dezembro de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
9 de dezembro de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
4 de dezembro de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
3 de dezembro de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
29 de novembro de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
27 de novembro de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
26 de novembro de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
26 de novembro de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
26 de novembro de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
20 de novembro de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
18 de novembro de 2022;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
2 de novembro de 2022;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
31 de outubro de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
30 de outubro de 2022;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
29 de outubro de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
26 de outubro de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
19 de outubro de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
18 de outubro de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
16 de outubro de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
14 de outubro de 2022;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
7 de outubro de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
4 de outubro de 2022;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
4 de outubro de 2022;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
30 de setembro de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
25 de setembro de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
17 de setembro de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
15 de setembro de 2022;excelente custo benefício pela localização, café da manhã gostoso!;;;8;;;;;;;;;;;;;;;;;;;;;;;
14 de setembro de 2022;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
14 de setembro de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
13 de setembro de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
8 de setembro de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
8 de setembro de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
7 de setembro de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
7 de setembro de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
5 de setembro de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
2 de setembro de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
31 de agosto de 2022;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
29 de agosto de 2022;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
27 de agosto de 2022;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
25 de agosto de 2022;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
22 de agosto de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
16 de agosto de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
9 de agosto de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
9 de agosto de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
9 de agosto de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
6 de agosto de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
4 de agosto de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
28 de julho de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
23 de julho de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
21 de julho de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
19 de julho de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
11 de julho de 2022;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
10 de julho de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
9 de julho de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
19 de junho de 2022;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
10 de junho de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
10 de junho de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
5 de junho de 2022;Muito tranquila.;;;9;;;;;;;;;;;;;;;;;;;;;;;
4 de junho de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
28 de maio de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
21 de maio de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
20 de maio de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
12 de maio de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
11 de maio de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
8 de maio de 2022;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
8 de maio de 2022;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
6 de maio de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
6 de maio de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
6 de maio de 2022;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
6 de maio de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
4 de maio de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
2 de maio de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
1º de maio de 2022;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
26 de abril de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
26 de abril de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
22 de abril de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
18 de abril de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
18 de abril de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
14 de abril de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
13 de abril de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
8 de abril de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
7 de abril de 2022;Muito bom;;;8;;;;;;;;;;;;;;;;;;;;;;;
6 de abril de 2022;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
6 de abril de 2022;Bom;;;7;;;;;;;;;;;;;;;;;;;;;;;
5 de abril de 2022;Fantástico;;;9;;;;;;;;;;;;;;;;;;;;;;;
27 de março de 2025;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
24 de março de 2025;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
5 de março de 2025;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
3 de março de 2025;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
24 de fevereiro de 2025;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
18 de fevereiro de 2025;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
18 de fevereiro de 2025;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
15 de fevereiro de 2025;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
14 de fevereiro de 2025;Oferece pouco pelo valor;;;5;;;;;;;;;;;;;;;;;;;;;;;
1º de fevereiro de 2025;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
29 de janeiro de 2025;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
27 de janeiro de 2025;Satisfatório;;;6;;;;;;;;;;;;;;;;;;;;;;;
18 de janeiro de 2025;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
15 de janeiro de 2025;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
1º de janeiro de 2025;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
28 de dezembro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
23 de dezembro de 2024;Ruim;;;3;;;;;;;;;;;;;;;;;;;;;;;
21 de dezembro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
12 de dezembro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
9 de dezembro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
7 de dezembro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
6 de dezembro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
6 de dezembro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
3 de dezembro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
21 de novembro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
10 de novembro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
4 de novembro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
30 de outubro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
25 de outubro de 2024;Satisfatório;;;6;;;;;;;;;;;;;;;;;;;;;;;
22 de outubro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
18 de outubro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
25 de setembro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
18 de setembro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
15 de setembro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
7 de setembro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
25 de agosto de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
23 de agosto de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
8 de agosto de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
6 de agosto de 2024;Aceitável;;;5;;;;;;;;;;;;;;;;;;;;;;;
22 de julho de 2024;Muito ruim;;;2;;;;;;;;;;;;;;;;;;;;;;;
15 de julho de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
9 de julho de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
4 de julho de 2024;Satisfatório;;;6;;;;;;;;;;;;;;;;;;;;;;;
3 de julho de 2024;Ruim;;;3;;;;;;;;;;;;;;;;;;;;;;;
1º de julho de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
20 de junho de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
18 de junho de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
17 de junho de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
11 de junho de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
6 de junho de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
3 de junho de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
6 de maio de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
29 de abril de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
23 de abril de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
21 de abril de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
16 de abril de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
10 de abril de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
5 de abril de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
24 de março de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
20 de março de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
18 de março de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
17 de março de 2024;Satisfatório;;;6;;;;;;;;;;;;;;;;;;;;;;;
16 de março de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
13 de março de 2024;Decepcionante;;;4;;;;;;;;;;;;;;;;;;;;;;;
8 de março de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
7 de março de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
5 de março de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
3 de março de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
29 de fevereiro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
24 de fevereiro de 2024;Satisfatório;;;6;;;;;;;;;;;;;;;;;;;;;;;
22 de fevereiro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
20 de fevereiro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
16 de fevereiro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
13 de fevereiro de 2024;Aceitável;;;5;;;;;;;;;;;;;;;;;;;;;;;
5 de fevereiro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
30 de janeiro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
29 de janeiro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
26 de janeiro de 2024;Péssimo;;;1;;;;;;;;;;;;;;;;;;;;;;;
25 de janeiro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
24 de janeiro de 2024;Aceitável;;;5;;;;;;;;;;;;;;;;;;;;;;;
24 de janeiro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
24 de janeiro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
24 de janeiro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
23 de janeiro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
22 de janeiro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
19 de janeiro de 2024;Decepcionante;;;4;;;;;;;;;;;;;;;;;;;;;;;
19 de janeiro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
18 de janeiro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
17 de janeiro de 2024;Aceitável;;;5;;;;;;;;;;;;;;;;;;;;;;;
5 de janeiro de 2024;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
26 de dezembro de 2023;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
24 de dezembro de 2023;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
23 de dezembro de 2023;Péssimo;;;1;;;;;;;;;;;;;;;;;;;;;;;
12 de dezembro de 2023;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
11 de dezembro de 2023;Excepcional;;;10;;;;;;;;;;;;;;;;;;;;;;;
