data_avaliacao,titulo,comentario_positivo,comentario_negativo
2 de janeiro de 2023,muy buena relación calidad precio,"calidad atención, buen gimnasio y muy buen desayuno",
24 de dezembro de 2022,Séjour très agréable en front de mer.,"Le petit déjeuner buffet est très bon, la chambre était très propre et le personnel très attentif. 
La piscine bien entretenue est exceptionnelle.","Comme partout au Brésil dans des hôtels avec climatisation, la température y est trop basse. Nous avons dû demander au serveur d’augmenter la température au restaurant du premier étage, nous avions l’impression de manger dans une salle frigorifique."
22 de dezembro de 2022,Muito bom,la comida!,la cama era un poco dura
16 de dezembro de 2022,Excelente,La habitacion.,Nada
11 de dezembro de 2022,Recomendable,Muy buena relación precio calidad. Me gusto todo,Mejorar la calidad de la cama y más mandas por el frío por la noche.
9 de dezembro de 2022,Excepcional,Rien a dire parfait,Chambre surper . personne top. Petit déjeuné plus que parfait merci au personnel.
8 de dezembro de 2022,Muito bom,Freundlichkeit,Technik Air Condition
8 de dezembro de 2022,Einfach Traumhaft Hotel!,Top Personal! Top Frühstück! Nähe zum Strand! einfach wunderbar!,Ich weiß es nicht was mir nicht gefällt haben! alles war wie perfekt!
25 de novembro de 2022,Excepcional,Die Zimmer waren sehr saube ich hatte einen schönen Meerblick. Das Personal war sehr Höflich vor allen Fälle das Personal vom Frühstück war super freundlich hier nochmals danke an Ellen und Junio 😊 Obrigado,
19 de novembro de 2022,Fantástico,Freudichkeit.....Aufmerksamkeit,Sauberkeit ins zimmer
18 de novembro de 2022,Traumhaft schön!,Das Sehr Nette Personal und Das Frühstück.,Das ich keine Zimmer mit richtig Meer gehabt haben.
9 de novembro de 2022,gutes Hotel,gute Lage des Hotels,
4 de novembro de 2022,Excepcional,El personal muy amable,Nada
1º de novembro de 2022,Excepcional,"Sehr schönes Hotel, direkt am Strand, kleiner Pool auf dem Dach, Auto wird sicher geparkt (kostet extra), sehr gutes Frühstück, sogar gratis Netflix",nichts
24 de outubro de 2022,Excepcional,Excelente servicio acorde con su categoría,
21 de outubro de 2022,"ich kann mich nur bedanken … Ana, James,Pedro o restanres.",die Aufmerksamkeit die uns gegeben wurde ist.,es war mal wieder zu kurz.
20 de outubro de 2022,Fantástico,"La calidad del personal, muy amables y profesionales",
10 de outubro de 2022,Muito bom,Top Lage,
8 de outubro de 2022,Muito bom,Gute Lage nahe vom Flughafen am Strand. Recht sichere Gegend. Ideal für einen Zwischenstopp.,Küche mäsdig und teuer. Frühstück ok so wie man es erwarten kann.
5 de outubro de 2022,Excepcional,Nous le connaissons depuis de longues années et à chaque passage à Recife nous y descendons,Rien
3 de outubro de 2022,"Vista fantastica, camera enorme e personale ultra gentile","Vista fantastica. In camera era come essere direttamente sul mare. Personale molto cordiale, tutti. Cameriere, personale della sala colazione delle suite, reception. La forza lavoro fa la differenza.",Albergo un po' datato ma ancora ben tenuto e vista fantastica.
20 de setembro de 2022,Fantástico,"Le petit déjeuner complet, trop bien.","Il manquait une balance pour rester à disposition des voyageurs, avant d'aller à l'aéroport, afin de peser leur bagage."
20 de setembro de 2022,Mi paso por hotel Atlante,"Todo, muy lindo hotel. Nos permitieron hacer antes de hora el check in. Todos muy atentos",Nada
15 de setembro de 2022,Excepcional,"Top Service, perfektes Restaurant Mirage mit exzellenten Service und Top Gerichte. Immer hilbereites Personal.",Alles ok
26 de agosto de 2022,Migliore scelta a boa viagem!,"La posizione, la camera.... la gentilezza di Mariana",L'hotel è in fase di ristrutturazione parziale... ha bisogno di un intervento più incisivo.
2 de agosto de 2022,Familienferien in Boa Viagem,"Super Frühstück mit freundlichem personal, gemütliches Bett. Super Strandblick. Weniger minuten laufen von Restaurants und Market.","Das Zimmer hat kleineren Defekte (mit der Zeit veraltet), die Tür war nicht immer einfach zu schliessen."
26 de julho de 2022,Magnifique hôtel et le personnel est vraiment 5 étoiles!!!,"Personnel 5 étoiles, petit déjeuner très bon, piscine en terrasse, salle de massages magnifique… un hôtel à choisir! Je recommande!",il faudra faire des petites travaux au moins sur la suite où j’étais… mais la chambre est exceptionnel! suite superior
24 de julho de 2022,splendide séjour,Proximité avec la plage et l’aéroport. Personnel très sympa nous reviendrons en famille,
13 de julho de 2022,Super Lage 👍,"Das Frühstück war hervorragend.
Das Personal sehr freundlich und immer hilfsbereit, sei dies im Restaurant oder des Zimmerpersonals.","Es regnete im Mai/Juni viel und das Hotel verwandelte sich in Chaos. Die Fenster konnten das Wasser nicht aufnehmen, es regnete in den Aufzügen, Dach und Fenster fielen und wir wechselten mehrmals das Zimmer. Ich bin seit Jahren Gast in diesem Hotel und war immer sehr zufrieden und mit so etwas habe ich nicht damit gerechnet.
Das Hotel ist hervorragend gelegen aber es braucht dringend eine bisschen Renovierung. 
Liebe Grüsse an Personal und vielen herzlichen Dank."
30 de junho de 2022,Excepcional,Sehr gut,
28 de junho de 2022,Alles hat sehr gut gepasst,Frühstück war sehr gut,
17 de junho de 2022,Super!,Sehr zuvorkommendes Personal.,Leider hat es beim starken Regen in das Zimmer geregnet.
17 de junho de 2022,Excepcional,Muy bueno todo.,Nada
29 de maio de 2022,Muy buena,Muy buenos desayuno y ubicacion,
29 de maio de 2022,Excepcional,Tiene una hermosa vista al mar.,
23 de abril de 2022,Muito bom,Personal,
17 de março de 2025,"Et c'est une ville histoire des nerfs j'aime beaucoup, j'ava",,Le lavabo était bouché et j'étais dans la chambre. 1001
4 de março de 2025,creí que era mejor,"el personal, encantador y listos para solucionar cualquier problema, buena ubicación","lo antiguo de las instalaciones, limpieza, wifi malo, aislamiento de la habitación mala, se escuchaba todo de la otra habitación, el aire acondicionado hacia ruido"
21 de fevereiro de 2025,Un buen hotel. Solo que evite el restaurant,Cómodas habitaciones. Buen y variado desayuno,"El restaurant del hotel. Fuimos a cenar, y la atención del mozo fue muy deficiente, la comida no era nada especial, un salmón desabrido y pedimos varios bifes de chorizo a punto, que llegaron muy cocidos y se demoraron mas de 30' en servirlos nuevamente."
16 de fevereiro de 2025,Bom,"Zwembad op het gebouw. Heerlijk genieten met ruime keuze aan stoelen, lekkere achtergrond muziek en leuke bar.

Ontbijt veel keuze, en heerlijk vers fruit.","Af en toe was de douche niet warm te krijgen op de kamer. 

Bij ontbijt moest je voor de bonenkoffie speciaal naar personeel gaan om koffie te laten maken. Dit was elke ochtend een strijd. 
Ik had verwacht dat de koffie op de kamer bij de prijs in zat, dit was een verassing bij uitchecken."
16 de dezembro de 2024,Bom,"Le personnel est très attentionné et très sympathique au petit soin des clients ,une jolie petite piscine se trouve sur le toit et la vue est splendide..","Pour un hôtel 5* il manque beaucoup de prestations de qualité concernant le petit-déjeuner très basique sans aucun produit de qualité dommage et les prestations en chambre comme les peignoirs les chaussons et de bons produits de toilette manque. 
Bref il mérite au plus un 4 * 
Le parking est payant et n'est pas couvert.
Le coffre-fort se trouve à une hauteur de 30 cm du sol donc pour des personnes d'un certaine âge c'est compliqué."
9 de dezembro de 2024,Nicht 5 Sterne,"Zimmer in die Jahre gekommen, besonders Badezimmer",Frühstück
14 de setembro de 2024,"Una experiencia poco feliz, llegar a descansar y ser levantados a martillazos de obra antes de las 9",El desayuno es abundante y variado. La ubicación es muy buena. Cercana al aeropuerto y frente a la playa.,"El room service muy limitado y sin las opciones que figuran en la carta. El ruido, ya que comenzaron a martillar y hacer ruidos de obra sobre nuestra habitación antes de las 9am."
31 de março de 2024,Péssimo,"En raison du mauvais temps, notre vol a été annulé et nous ne sommes arrivés au Brésil que le lendemain.",
12 de março de 2024,Mala opcion para quedarse,"Buen desayuno, tocaban musica en vivo en el restaurant, y habia un mozo llamado Wilson que era muy simpatico y amable.","La piscina es muy chica, es muy dificil poder apreciar la vista al mar, realmente no tiene, muros muy altos y la ventana que se ve en la foto es borrosa, por lo que no permite mirar claramente hacia afuera. el personal del bar es extremadamente frio y cortante, el bar cierra temprano, no hay lugares adentro del hotel para fumar, bar no tiene terraza. Habia un espacio que creo que era el gym que estaba en construcción, el spa se paga, hasta el cafe de la pieza se paga."
7 de março de 2024,Bon hôtel d’étape.,"La localisation face a la mer
Chouette hôtel d’étape
Personnel accueillant","Éviter de manger au restaurant mirage, notre fils a fait une intoxication alimentaire"
19 de fevereiro de 2024,Bof preferez le radisson,Le petit déjeuner,"Les chambres qui ne valent pas un 5 étoiles
On ne se sentait pas à l’aise dedans"
1º de fevereiro de 2024,"PLUS JAMAIS, A FUIR !",,"On avait reservé la chambre la plus chère avec vue à couper le souffle, sauf que trop de bruit dans la chambre, impossible de dormir.
La pluie qui rentre dans la chambre, le bruit du vent.
Les travaux très bruyants à la piscine qui vous empêchent de vous relaxer."
5 de janeiro de 2024,Top,"Possibilité d’amener les animaux (chien)
Proche de l’aéroport",Prix restaurant cher
3 de janeiro de 2024,Très bon séjour sauf petit soucis avec les employés c est dommage,Rapport prix et qualité de l hôtel,"Le service il faut réclamer pour avoir de plus à notre arrivée même pas d eau pour la bienvenue 
Également 3 petites bouteilles d eau 30 reals au lieu de 22.50 la réception a pas su nous dire pourquoi"
4 de dezembro de 2023,Aceitável,L'endroit stratégique était bien,La propriété est vraiment catastrophique
21 de novembro de 2023,Péssimo,Nicht viel,"Grauenhafter Frühstück
Dekadent"
28 de agosto de 2023,Mauvais. Expérience que nous ne renouvellerons pas,Emplacement face mer mais peu de plage de sable. Mélange rocher et sable. Dommage,"Accueil. Problème avec mon véhicule laissé au voiturier. Fenêtres de notre chambres qui ne fermaient pas (il a fallu faire intervenir l'homme d'entretien car avec le vent, elles s'ouvraient la nuit....)"
9 de julho de 2023,Aceitável,"Bonitas instalaciones, buen desayuno.","Nos asignaron una habitacion que no correspondia, una vez instalados tuvimos que cambiarnos y la habitacion nueva tenia malo el baño."
12 de maio de 2023,Bom,El desayuno,
7 de maio de 2023,,,
19 de março de 2023,"Habitación de Lujo, PESIMA.","El lugar y servicio brindado al desayunar.
Ademas de una muy linda piscien Terraza","Falta de Compromiso a la hora de entregar al Huesped la habitacion donde se va a alojar.
Falta dd limpieza.
Caja de seguridad,con preservativos de otra estadia. Inaceptable.
Cajones al lado de la cama sucios y trabados.
Placard sin espacio REAK para que w personas puedan acomodar su ropa.
Una decepción.
Por eso fue que me fui.
Reserve por 14 Noches.
Me quede 2."
26 de fevereiro de 2023,Nie wieder,"Lage
Frühstück","Dieses Hotel entspricht vom Komfort und Sauberkeit der Zimmer maximal einen drei Sterne Hotel.
Das Zimmer war dreckig und hat gestunken.
Die Klimmaanlage war so laut dass wir in der Nacht aufgeweckt wurden und hat nicht richtig funktioniert. Die Fernbedienung der Klimaanlage hat war auch defekt.

Das Bett war klein, hart und nicht einmal die Matrazenunzerlagen haben gepasst (das Bett war nur 2/3 bedeckt).

Wie gesagt eines der schlechtesten 5 Sterne Hotel welche ich je gesehen habe."
7 de fevereiro de 2023,No es un hotel de 5 estrellas,ubicación,"Antiguo, muy ruidoso, música por todos sitios y en la piscina la tienen a un volumen altísimo imposible relajarse."
21 de janeiro de 2023,Bom,La vue et la salle de sport.,Le bruit a travers les fenêtres.
17 de dezembro de 2022,Ruim,"Ogni anno soggiorno in questo hotel per una notte,e sono sempre tornata in virtù dei gradimento dell’hotel,da questa esperienza non lo considererò mai più,anche se per una sola notte,purtroppo il rapporto del prezzo quest’anno non è assolutamente in linea per il servizio ricevuto:Bagno intasato,il lavandino non scaricava,pulizia bagno meno che sufficiente,lampadine camera 4 bruciate,ho richiesto una camera vicino ascensori per problemi deambulatori di mio marito e purtroppo mi hanno assegnato la 711,ho sempre trovato la macchina per il caffè ora non c’è più nemmeno quella,non sarà più un hotel di cui mi servirò in futuro",
8 de novembro de 2022,Bom,"la vista de mi habitación y el tamaño o de la misma es increíble .El personal limpieza, botones, en el desayuno, piscina super agradable.","He viajado por trabajo pero lo que me sorprendió en este hotel que tanto en la recepción como en el restaurante, lala desconfianza, por así decirlo, con la que se manejaron conmigo por qué me vieron sola. Es mas no me dejaron pagar en efectivo en el restaurante y fueron hasta mi habitación a que pague con tarjeta. Esto me pareció de muy mal gusto. ademas cuando paso la tarjeta la chica me dice "" paso que bueno"" , yo no entendí nada...
La picina es muy pequeña y que en mi habitación se escuchaba mucho el viento."
